season,player_club,player_name,games_played,minutes_played,dead_ball_scas_per_90,dead_ball_taken_pc,corner_taken_pc,free_kick_taken_pc,non_gk_dead_ball_pc,dead_ball_sc_pc,dead_ball_gc_pc,team_dead_ball_scas,team_dead_ball_gcas,team_dead_ball_sc_pc,taker_type,dead_ball_success_rate
2017,Chelsea,Willian,21,1890,0.76,0.058,0.213,0.07,0.058,0.195,0.286,82,7,0.074,Starter,0.085
2017,Crystal Palace,Yohan Cabaye,26.4,2376,1.29,0.121,0.495,0.2,0.121,0.415,0.333,82,3,0.099,Starter,0.037
2017,Crystal Palace,Andros Townsend,34.7,3123.0000000000005,0.58,0.09,0.233,0.126,0.09,0.244,0.333,82,3,0.099,Starter,0.037
2017,Crystal Palace,Patrick van Aanholt,24.3,2187,0.49,0.186,0.052,0.097,0.186,0.146,0,82,3,0.099,Starter,0.037
2017,Everton,Gylfi Sigurðsson,25.1,2259,1,0.111,0.5,0.226,0.111,0.439,0.5,57,4,0.091,Starter,0.07
2017,Everton,Wayne Rooney,25.2,2268,0.52,0.068,0.2,0.133,0.068,0.228,0.25,57,4,0.091,Starter,0.07
2017,Everton,Leighton Baines,21.2,1908,0.42,0.161,0.14,0.093,0.161,0.158,0.25,57,4,0.091,Starter,0.07
2017,Huddersfield,Aaron Mooy,34.1,3069,0.59,0.109,0.473,0.267,0.109,0.408,0.667,49,3,0.08,Starter,0.061
2017,Huddersfield,Chris Löwe,17.6,1584.0000000000002,0.34,0.135,0.091,0.052,0.135,0.122,0.333,49,3,0.08,Starter,0.061
2017,Huddersfield,Alex Pritchard,11.1,999,0.54,0.039,0.139,0.052,0.039,0.122,0,49,3,0.08,Starter,0.061
2017,Huddersfield,Tom Ince,27.2,2448,0.18,0.052,0.218,0.013,0.052,0.102,0,49,3,0.08,Starter,0.061
2017,Leicester City,Riyad Mahrez,32.8,2951.9999999999995,0.88,0.148,0.458,0.328,0.148,0.354,0.625,82,8,0.113,Starter,0.098
2017,Leicester City,Christian Fuchs,21.3,1917,0.7,0.184,0.064,0.053,0.184,0.183,0.125,82,8,0.113,Starter,0.098
2017,Leicester City,Marc Albrighton,28.2,2538,0.53,0.107,0.32,0.107,0.107,0.183,0.125,82,8,0.113,Starter,0.098
2017,Leicester City,Yohan Benalouane,1,90,1,0.007,0,0.008,0.007,0.012,0,82,8,0.113,Other,0.098
2017,Liverpool,James Milner,19.7,1773,0.76,0.091,0.261,0.118,0.091,0.224,0.2,67,5,0.059,Starter,0.075
2017,Liverpool,Philippe Coutinho,12.3,1107,1.06,0.05,0.23,0.061,0.05,0.194,0.4,67,5,0.059,Starter,0.075
2017,Liverpool,Mohamed Salah,32.3,2906.9999999999995,0.37,0.063,0.27,0.038,0.063,0.179,0.2,67,5,0.059,Starter,0.075
2017,Liverpool,Trent Alexander-Arnold,17.5,1575,0.4,0.147,0.048,0.048,0.147,0.104,0,67,5,0.059,Starter,0.075
2017,Manchester City,Kevin De Bruyne,34.1,3069,1.26,0.188,0.532,0.19,0.188,0.597,0.25,72,8,0.06,Starter,0.111
2017,Manchester City,Leroy Sané,26.9,2421,0.3,0.054,0.194,0.011,0.054,0.111,0.375,72,8,0.06,Starter,0.111
2017,Manchester Utd,Juan Mata,21.4,1925.9999999999998,0.51,0.078,0.245,0.105,0.078,0.216,0,51,4,0.056,Starter,0.078
2017,Manchester Utd,Ashley Young,27.1,2439,0.33,0.223,0.109,0.097,0.223,0.176,0,51,4,0.056,Starter,0.078
2017,Manchester Utd,Henrikh Mkhitaryan,10.2,917.99999999999989,0.78,0.03,0.132,0.026,0.03,0.157,0.5,51,4,0.056,Starter,0.078
2017,Manchester Utd,Jesse Lingard,20.2,1818,0.3,0.046,0.109,0.02,0.046,0.118,0,51,4,0.056,Starter,0.078
2017,Newcastle Utd,Matt Ritchie,31.2,2808,0.8,0.125,0.533,0.16,0.125,0.362,0.571,69,7,0.089,Starter,0.101
2017,Newcastle Utd,Jonjo Shelvey,25.2,2268,0.71,0.12,0.269,0.379,0.12,0.261,0.286,69,7,0.089,Starter,0.101
2017,Newcastle Utd,Kenedy,11.4,1026,0.61,0.034,0.132,0.021,0.034,0.101,0.143,69,7,0.089,Starter,0.101
2017,Newcastle Utd,Jesús Gámez,1.1,99.000000000000014,0.91,0.008,0,0,0.008,0.014,0,69,7,0.089,Other,0.101
2017,Southampton,James Ward-Prowse,19.1,1719.0000000000002,1.2,0.099,0.41,0.142,0.099,0.333,0.75,69,4,0.087,Starter,0.058
2017,Southampton,Ryan Bertrand,34.8,3131.9999999999995,0.34,0.263,0.145,0.107,0.263,0.174,0.25,69,4,0.087,Starter,0.058
2017,Southampton,Dušan Tadić,31,2790,0.26,0.052,0.137,0.031,0.052,0.116,0,69,4,0.087,Starter,0.058
2017,Southampton,Nathan Redmond,21.6,1944.0000000000002,0.37,0.038,0.115,0.028,0.038,0.116,0,69,4,0.087,Starter,0.058
2017,Southampton,Matt Targett,1.8,162,1.11,0.019,0.018,0.016,0.019,0.029,0,69,4,0.087,Other,0.058
2017,Stoke City,Xherdan Shaqiri,33.8,3041.9999999999995,1.18,0.174,0.647,0.297,0.174,0.615,0.625,65,8,0.099,Starter,0.123
2017,Stoke City,Lasse Sørensen,0.8,72,1.25,0.001,0,0.004,0.001,0.015,0.125,65,8,0.099,Other,0.123
2017,Swansea City,Tom Carroll,28.6,2574,0.91,0.101,0.467,0.171,0.101,0.473,0.143,55,7,0.095,Starter,0.127
2017,Swansea City,Ki Sung-yueng,20.8,1872,0.63,0.07,0.28,0.152,0.07,0.236,0.571,55,7,0.095,Starter,0.127
2017,Tottenham,Christian Eriksen,35.8,3221.9999999999995,0.92,0.159,0.508,0.246,0.159,0.446,0.571,74,7,0.068,Starter,0.095
2017,Tottenham,Ben Davies,25.8,2322,0.62,0.204,0.199,0.044,0.204,0.216,0.143,74,7,0.068,Starter,0.095
2017,Tottenham,Kieran Trippier,21.3,1917,0.52,0.172,0.114,0.059,0.172,0.149,0.286,74,7,0.068,Starter,0.095
2017,Watford,José Holebas,26.5,2385,1.21,0.334,0.503,0.225,0.334,0.457,0.6,70,5,0.092,Starter,0.071
2017,Watford,Tom Cleverley,21.1,1899.0000000000002,0.76,0.091,0.257,0.155,0.091,0.229,0.2,70,5,0.092,Starter,0.071
2017,Watford,Roberto Pereyra,18,1620,0.44,0.03,0.109,0.042,0.03,0.114,0.2,70,5,0.092,Starter,0.071
2017,West Brom,Chris Brunt,21.3,1917,1.31,0.142,0.483,0.241,0.142,0.394,0.833,71,6,0.111,Starter,0.085
2017,West Brom,Matt Phillips,23.3,2097,0.73,0.071,0.244,0.072,0.071,0.239,0.167,71,6,0.111,Starter,0.085
2017,West Ham,Aaron Cresswell,34.1,3069,0.7,0.24,0.416,0.241,0.24,0.387,0.75,62,4,0.095,Starter,0.065
2017,West Ham,Manuel Lanzini,22.7,2043,0.48,0.083,0.317,0.141,0.083,0.177,0.25,62,4,0.095,Starter,0.065
2017,West Ham,João Mário,11.4,1026,0.88,0.035,0.186,0.047,0.035,0.161,0,62,4,0.095,Starter,0.065
