,Player,Nation,Pos,Age,MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,playing_time_MP
99,Aitor Gismera,es ESP,MF,21-077,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
100,Antonio Gomis,es ESP,GK,21-354,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
101,Alejandro Iturbe,es ESP,GK,21-249,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
102,Omar Janneh,es ESP,FW,18-259,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
103,Ilias Kostis,gr GRE,DF,22-071,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
104,Horaţiu Moldovan,ro ROU,GK,27-109,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
105,Javier Serrano,es ESP,MF,22-113,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
106,Gerónimo Spina,ar ARG,DF,20-089,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
107,Arthur Vermeeren,be BEL,MF,20-091,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
108,Iñaki Williams,gh GHA,FW,30-328,,29,2614.0,29.0,6.0,8.0,14.0,6.0,0.0,0.0,1.0,0.0,7.6,7.6,7.5,15.0,105.0,76.0,300.0,0.21,0.28,0.48,0.21,0.48,0.26,0.26,0.52,0.26,0.52,Matches,Athletic Club,2024,33.0
109,Daniel Vivian,es ESP,DF,25-298,,25,2309.0,25.7,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.6,1.6,0.4,1.9,33.0,157.0,6.0,0.12,0.0,0.12,0.12,0.12,0.06,0.01,0.08,0.06,0.08,Matches,Athletic Club,2024,28.0
110,Álex Berenguer,es ESP,"FW,MF",29-309,,25,2070.0,23.0,5.0,7.0,12.0,5.0,0.0,1.0,5.0,0.0,6.6,5.8,4.6,10.4,60.0,73.0,187.0,0.22,0.3,0.52,0.22,0.52,0.29,0.2,0.49,0.25,0.45,Matches,Athletic Club,2024,33.0
111,Mikel Jauregizar,es ESP,MF,21-178,,22,1963.0,21.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.4,2.4,14.0,104.0,29.0,0.09,0.05,0.14,0.09,0.14,0.05,0.06,0.11,0.05,0.11,Matches,Athletic Club,2024,30.0
112,Nico Williams,es ESP,FW,22-301,,21,1917.0,21.3,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,3.9,3.9,3.5,7.3,113.0,68.0,250.0,0.23,0.23,0.47,0.23,0.47,0.18,0.16,0.34,0.18,0.34,Matches,Athletic Club,2024,28.0
113,Beñat Prados,es ESP,MF,24-090,,20,1613.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.1,2.0,19.0,67.0,31.0,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,Matches,Athletic Club,2024,28.0
114,Gorka Guruzeta,es ESP,FW,28-239,,19,1633.0,18.1,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,5.3,5.2,0.9,6.2,7.0,27.0,54.0,0.33,0.11,0.44,0.33,0.44,0.29,0.05,0.35,0.29,0.34,Matches,Athletic Club,2024,33.0
115,Aitor Paredes,es ESP,DF,25-010,,19,1632.0,18.1,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,2.2,2.2,0.1,2.3,3.0,44.0,1.0,0.17,0.0,0.17,0.17,0.17,0.12,0.0,0.12,0.12,0.12,Matches,Athletic Club,2024,21.0
116,Yuri Berchiche,es ESP,DF,35-088,,18,1684.0,18.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,2.1,2.6,39.0,130.0,59.0,0.0,0.11,0.11,0.0,0.11,0.03,0.11,0.14,0.03,0.14,Matches,Athletic Club,2024,26.0
117,Yeray Álvarez,es ESP,DF,30-105,,18,1601.0,17.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.2,0.7,18.0,103.0,0.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches,Athletic Club,2024,19.0
118,Oihan Sancet,es ESP,MF,25-014,,18,1470.0,16.3,15.0,1.0,16.0,12.0,3.0,3.0,2.0,0.0,9.3,6.9,1.4,8.3,47.0,85.0,106.0,0.92,0.06,0.98,0.73,0.8,0.57,0.08,0.65,0.42,0.51,Matches,Athletic Club,2024,25.0
119,Unai Simón,es ESP,GK,27-332,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic Club,2024,17.0
120,Andoni Gorosabel,es ESP,DF,28-278,,16,1400.0,15.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.8,2.1,16.0,50.0,54.0,0.0,0.13,0.13,0.0,0.13,0.02,0.12,0.14,0.02,0.14,Matches,Athletic Club,2024,19.0
121,Óscar de Marcos,es ESP,DF,36-025,,15,1381.0,15.3,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.2,3.2,22.0,88.0,69.0,0.0,0.26,0.26,0.0,0.26,0.06,0.14,0.21,0.06,0.21,Matches,Athletic Club,2024,23.0
122,Iñigo Ruiz de Galarreta,es ESP,MF,31-276,,15,1247.0,13.9,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,2.8,3.3,23.0,120.0,31.0,0.0,0.29,0.29,0.0,0.29,0.03,0.2,0.24,0.03,0.24,Matches,Athletic Club,2024,22.0
123,Julen Agirrezabala,es ESP,GK,24-134,,14,1206.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic Club,2024,14.0
124,Unai Gómez,es ESP,"MF,FW",21-349,,12,1104.0,12.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.8,2.1,14.0,21.0,41.0,0.08,0.16,0.24,0.08,0.24,0.11,0.07,0.17,0.11,0.17,Matches,Athletic Club,2024,28.0
125,Adama Boiro,es ESP,DF,22-321,,12,1004.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,23.0,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,Athletic Club,2024,16.0
126,Mikel Vesga,es ESP,MF,31-353,,9,881.0,9.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2,0.4,0.6,1.1,9.0,58.0,20.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.19,0.04,0.11,Matches,Athletic Club,2024,22.0
127,Iñigo Lekue,es ESP,DF,32-005,,7,680.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,11.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches,Athletic Club,2024,13.0
128,Álvaro djaló,es ESP,FW,25-266,,6,605.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,20.0,10.0,53.0,0.15,0.0,0.15,0.15,0.15,0.12,0.13,0.25,0.12,0.25,Matches,Athletic Club,2024,16.0
129,Unai Núñez,es ESP,DF,28-099,,6,583.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Athletic Club,2024,8.0
130,Maroan Sannadi,es ESP,FW,24-097,,4,510.0,5.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,0.6,3.0,12.0,14.0,42.0,0.18,0.18,0.35,0.18,0.35,0.42,0.11,0.52,0.42,0.52,Matches,Athletic Club,2024,12.0
131,Alex Padilla,es ESP,GK,21-250,,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic Club,2024,5.0
132,Ander Herrera,es ESP,MF,35-268,,2,273.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.7,0.9,0.1,1.1,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35,Matches,Athletic Club,2024,8.0
133,Peio Canales,es ESP,"MF,FW",20-112,,1,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,Matches,Athletic Club,2024,7.0
134,Nicolás Serrano,es ESP,FW,22-065,,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.15,0.13,0.15,Matches,Athletic Club,2024,4.0
135,Javi Martón,es ESP,"FW,MF",26-003,,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic Club,2024,3.0
136,Adu Ares,es ESP,FW,23-209,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic Club,2024,1.0
137,Endika Buján,es ESP,FW,22-113,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic Club,2024,1.0
138,Unai Eguíluz,es ESP,DF,23-051,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
139,Oier Gastesi,es ESP,GK,21-191,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
140,Ander Izagirre,es ESP,DF,21-315,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
141,Aingeru Olabarrieta,es ESP,FW,19-176,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
142,Diego Llorente,es ESP,DF,31-266,,29,2519.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,7.0,81.0,3.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches,Real Betis,2024,30.0
143,Johnny Cardoso,us USA,MF,23-231,,22,1952.0,21.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,0.9,2.9,18.0,64.0,27.0,0.14,0.05,0.18,0.14,0.18,0.09,0.04,0.14,0.09,0.14,Matches,Real Betis,2024,25.0
144,Marc Bartra,es ESP,DF,34-114,,20,1847.0,20.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.1,1.3,7.0,58.0,1.0,0.1,0.05,0.15,0.1,0.15,0.06,0.01,0.06,0.06,0.06,Matches,Real Betis,2024,22.0
145,Romain Perraud,fr FRA,DF,27-229,,20,1807.0,20.1,2.0,2.0,4.0,2.0,0.0,0.0,7.0,1.0,0.4,0.4,1.4,1.9,47.0,55.0,96.0,0.1,0.1,0.2,0.1,0.2,0.02,0.07,0.09,0.02,0.09,Matches,Real Betis,2024,25.0
146,Abde Ezzalzouli,ma MAR,"FW,MF",23-143,,20,1762.0,19.6,2.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,7.6,6.8,2.0,8.8,109.0,61.0,190.0,0.1,0.1,0.2,0.1,0.2,0.39,0.1,0.49,0.35,0.45,Matches,Real Betis,2024,28.0
147,Natan,br BRA,DF,24-092,,19,1815.0,20.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.3,0.3,0.6,1.0,12.0,45.0,6.0,0.05,0.05,0.1,0.05,0.1,0.02,0.03,0.05,0.02,0.05,Matches,Real Betis,2024,27.0
148,Sergi Altimira,es ESP,MF,23-257,,19,1759.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.7,1.6,1.6,3.2,19.0,92.0,25.0,0.0,0.05,0.05,0.0,0.05,0.09,0.08,0.17,0.08,0.16,Matches,Real Betis,2024,29.0
149,Youssouf Sabaly,sn SEN,DF,32-065,,19,1557.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,24.0,60.0,62.0,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,Matches,Real Betis,2024,21.0
150,Pablo Fornals,es ESP,"MF,FW",29-076,,19,1537.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,3.2,4.8,25.0,125.0,72.0,0.06,0.0,0.06,0.06,0.06,0.09,0.19,0.28,0.09,0.28,Matches,Real Betis,2024,22.0
151,Adrián,es ESP,GK,38-126,,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,2024,15.0
152,Rui Silva,pt POR,GK,31-091,,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Real Betis,2024,15.0
153,Isco,es ESP,MF,33-018,,15,1317.0,14.6,8.0,6.0,14.0,4.0,4.0,5.0,5.0,0.0,7.5,3.6,3.7,7.2,34.0,132.0,95.0,0.55,0.41,0.96,0.27,0.68,0.51,0.25,0.76,0.24,0.49,Matches,Real Betis,2024,18.0
154,Vitor Roque,br BRA,FW,20-070,,14,1235.0,13.7,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,6.1,6.1,1.2,7.3,24.0,17.0,57.0,0.29,0.0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,Matches,Real Betis,2024,22.0
155,Giovani Lo Celso,ar ARG,"MF,FW",29-030,,13,1309.0,14.5,8.0,2.0,10.0,6.0,2.0,3.0,4.0,0.0,4.6,2.3,4.7,6.9,25.0,124.0,64.0,0.55,0.14,0.69,0.41,0.55,0.32,0.32,0.64,0.16,0.48,Matches,Real Betis,2024,22.0
156,Ricardo Rodríguez,ch SUI,DF,32-257,,13,1109.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,17.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Real Betis,2024,16.0
157,Antony,br BRA,FW,25-074,,13,1102.0,12.2,4.0,2.0,6.0,4.0,0.0,0.0,1.0,1.0,2.6,2.6,3.1,5.7,79.0,50.0,134.0,0.33,0.16,0.49,0.33,0.49,0.22,0.25,0.47,0.22,0.47,Matches,Real Betis,2024,13.0
158,Jesus Rodríguez,es ESP,FW,19-169,,13,975.0,10.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.3,2.3,0.2,2.5,48.0,32.0,89.0,0.18,0.0,0.18,0.18,0.18,0.21,0.02,0.23,0.21,0.23,Matches,Real Betis,2024,18.0
159,Marc Roca,es ESP,MF,28-164,,11,906.0,10.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,1.0,2.1,11.0,59.0,13.0,0.2,0.2,0.4,0.2,0.4,0.11,0.1,0.21,0.11,0.21,Matches,Real Betis,2024,14.0
160,Cucho,co COL,FW,26-019,,11,869.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,3.1,3.1,1.4,4.5,21.0,27.0,60.0,0.31,0.1,0.41,0.31,0.41,0.32,0.14,0.47,0.32,0.47,Matches,Real Betis,2024,11.0
161,Aitor Ruibal,es ESP,"DF,FW",29-048,,10,986.0,11.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,2.1,2.7,17.0,37.0,49.0,0.09,0.27,0.37,0.09,0.37,0.06,0.19,0.25,0.06,0.25,Matches,Real Betis,2024,25.0
162,Ezequiel Ávila,ar ARG,FW,31-092,,6,677.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.5,1.5,1.0,2.5,12.0,18.0,48.0,0.27,0.0,0.27,0.27,0.27,0.2,0.14,0.34,0.2,0.34,Matches,Real Betis,2024,19.0
163,Héctor Bellerín,es ESP,DF,30-051,,6,580.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2.0,2.2,3.0,24.0,22.0,0.0,0.31,0.31,0.0,0.31,0.03,0.32,0.35,0.03,0.35,Matches,Real Betis,2024,9.0
164,Cédric Bakambu,cd COD,FW,34-028,,5,620.0,6.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,0.6,3.6,8.0,12.0,37.0,0.29,0.29,0.58,0.29,0.58,0.43,0.08,0.51,0.43,0.51,Matches,Real Betis,2024,22.0
165,William Carvalho,pt POR,MF,33-032,,5,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07,Matches,Real Betis,2024,10.0
166,Fran Vieites,es ESP,GK,26-002,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Real Betis,2024,4.0
167,Ángel Ortíz,es ESP,DF,20-288,,4,344.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,14.0,18.0,0.0,0.26,0.26,0.0,0.26,0.0,0.03,0.04,0.0,0.04,Matches,Real Betis,2024,4.0
168,Iker Losada,es ESP,"MF,FW",23-281,,3,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,9.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,Matches,Real Betis,2024,10.0
169,Assane Diao,sn SEN,FW,19-244,,2,277.0,3.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.5,2.3,9.0,1.0,27.0,0.32,0.65,0.97,0.32,0.97,0.26,0.5,0.75,0.26,0.75,Matches,Real Betis,2024,10.0
170,Juanmi,es ESP,"FW,MF",31-354,,2,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.4,1.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.39,0.25,0.39,Matches,Real Betis,2024,11.0
171,Nabil Fekir,fr FRA,MF,31-295,,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,9.0,10.0,18.0,0.0,0.5,0.5,0.0,0.5,0.34,0.26,0.61,0.34,0.61,Matches,Real Betis,2024,2.0
172,Carlos Guirao,es ESP,MF,22-012,,2,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,2024,2.0
173,Mateo Flores,es ESP,MF,21-032,,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,2024,6.0
174,Rodri,es ESP,FW,24-358,,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,Matches,Real Betis,2024,3.0
175,Sergio Arribas,es ESP,DF,22-088,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,2024,1.0
176,Pablo Garcia,es ESP,FW,18-267,,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,2024,2.0
177,Alcázar,es ESP,DF,22-302,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
178,Pablo Busto,es ESP,DF,19-236,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
179,Guilherme Fernandes,pt POR,GK,24-042,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
180,Marcos Fernández,es ESP,FW,21-357,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
181,Germán García,es ESP,GK,21-097,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
182,Manu González,es ESP,GK,18-021,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
183,Rudy Kohon,fr FRA,DF,20-351,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
184,Nobel Mendy,fr FRA,DF,20-248,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
185,Xavi Pleguezuelo,es ESP,DF,22-115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,2024,0.0
186,Sergi Cardona,es ESP,DF,25-305,32.0,32,2764.0,30.7,1.0,7.0,8.0,1.0,0.0,0.0,11.0,0.0,2.4,2.4,5.8,8.2,49.0,68.0,183.0,0.03,0.23,0.26,0.03,0.26,0.08,0.19,0.27,0.08,0.27,Matches,Villarreal,2024,
187,Santi Comesaña,es ESP,MF,28-216,32.0,28,2353.0,26.1,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,3.9,3.9,2.0,5.9,37.0,146.0,52.0,0.11,0.08,0.19,0.11,0.19,0.15,0.07,0.23,0.15,0.23,Matches,Villarreal,2024,
188,Kiko Femenía,es ESP,DF,34-096,28.0,27,2227.0,24.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,1.3,1.7,52.0,112.0,44.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07,Matches,Villarreal,2024,
189,Alex Baena,es ESP,MF,23-293,28.0,26,2269.0,25.2,6.0,8.0,14.0,6.0,0.0,1.0,9.0,0.0,6.2,5.4,10.2,15.6,80.0,170.0,136.0,0.24,0.32,0.56,0.24,0.56,0.25,0.41,0.65,0.21,0.62,Matches,Villarreal,2024,
190,Logan Costa,cv CPV,DF,24-038,28.0,24,2227.0,24.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,23.0,103.0,10.0,0.08,0.0,0.08,0.08,0.08,0.03,0.02,0.04,0.03,0.04,Matches,Villarreal,2024,
191,Thierno Barry,fr FRA,FW,22-200,33.0,24,2188.0,24.3,11.0,3.0,14.0,10.0,1.0,1.0,4.0,0.0,12.2,11.5,2.7,14.2,42.0,27.0,115.0,0.45,0.12,0.58,0.41,0.53,0.5,0.11,0.62,0.47,0.58,Matches,Villarreal,2024,
192,Daniel Parejo,es ESP,MF,36-023,32.0,24,2092.0,23.2,3.0,3.0,6.0,2.0,1.0,2.0,7.0,0.0,2.4,0.7,1.8,2.5,17.0,168.0,26.0,0.13,0.13,0.26,0.09,0.22,0.1,0.08,0.18,0.03,0.11,Matches,Villarreal,2024,
193,Pape Gueye,sn SEN,MF,26-105,30.0,23,1982.0,22.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,2.0,2.6,2.6,1.0,3.6,35.0,141.0,63.0,0.09,0.0,0.09,0.09,0.09,0.12,0.05,0.16,0.12,0.16,Matches,Villarreal,2024,
194,Diego Conde,es ESP,GK,26-193,21.0,21,1872.0,20.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01,Matches,Villarreal,2024,
195,Yeremi Pino,es ESP,MF,22-201,30.0,21,1661.0,18.5,3.0,5.0,8.0,3.0,0.0,0.0,10.0,0.0,3.3,3.3,4.4,7.7,36.0,53.0,201.0,0.16,0.27,0.43,0.16,0.43,0.18,0.24,0.42,0.18,0.42,Matches,Villarreal,2024,
196,Ayoze Pérez,es ESP,FW,31-284,27.0,19,1763.0,19.6,16.0,2.0,18.0,16.0,0.0,0.0,3.0,0.0,11.0,11.0,2.5,13.5,56.0,69.0,114.0,0.82,0.1,0.92,0.82,0.92,0.56,0.12,0.68,0.56,0.68,Matches,Villarreal,2024,
197,Juan Foyth,ar ARG,DF,27-117,16.0,14,1247.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,0.3,2.6,12.0,60.0,11.0,0.07,0.0,0.07,0.07,0.07,0.16,0.02,0.19,0.16,0.19,Matches,Villarreal,2024,
198,Raúl Albiol,es ESP,DF,39-247,15.0,14,1188.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.1,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Villarreal,2024,
199,Luiz Lúcio Reis Júnior,br BRA,GK,24-115,14.0,13,1188.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,2024,
