,Player,Nation,Pos,Age,90s,performance_CrdY,performance_CrdR,performance_2CrdY,performance_Fls,performance_Fld,performance_Off,performance_Crs,performance_Int,performance_TklW,performance_PKwon,performance_PKcon,performance_OG,performance_Recov,aerial_duels_Won,aerial_duels_Lost,aerial_duels_Won%,Matches,Team,Season
176,Óscar Mingueza,es ESP,"MF,DF",25-361,26.6,6,1,0,21,22,2,123,20,20,1,0,0,128,10,10,50.0,Matches,Celta Vigo,2024
177,Marcos Alonso,es ESP,DF,34-132,27.0,9,1,1,27,25,2,38,32,20,0,0,0,164,62,41,60.2,Matches,Celta Vigo,2024
178,Carl Starfelt,se SWE,DF,29-342,25.2,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1,Matches,Celta Vigo,2024
179,Fran Beltrán,es ESP,MF,26-095,23.4,3,0,0,29,9,0,3,23,30,0,1,0,105,19,21,47.5,Matches,Celta Vigo,2024
180,Javi Rodríguez,es ESP,DF,21-317,24.4,7,0,0,34,18,0,3,31,34,0,0,0,77,34,29,54.0,Matches,Celta Vigo,2024
181,Borja Iglesias,es ESP,FW,32-112,19.9,2,0,0,38,29,13,5,6,9,2,0,0,43,11,25,30.6,Matches,Celta Vigo,2024
182,Ilaix Moriba,gn GUI,MF,22-110,19.7,7,1,1,26,51,2,5,13,36,1,0,0,99,18,22,45.0,Matches,Celta Vigo,2024
183,Iago Aspas,es ESP,"FW,MF",37-281,17.7,5,1,1,16,31,5,11,7,8,1,0,0,50,7,7,50.0,Matches,Celta Vigo,2024
184,Sergio Carreira,es ESP,"MF,DF",24-208,16.4,0,0,0,16,6,2,40,17,16,0,0,0,59,3,14,17.6,Matches,Celta Vigo,2024
185,Hugo Álvarez,es ESP,"MF,DF",21-311,16.4,6,0,0,23,14,3,31,8,9,0,1,0,75,5,9,35.7,Matches,Celta Vigo,2024
186,Hugo Sotelo,es ESP,MF,21-141,13.9,4,0,0,18,9,1,50,5,17,0,0,0,70,2,10,16.7,Matches,Celta Vigo,2024
187,Pablo Durán,es ESP,"FW,MF",23-349,13.1,3,0,0,29,15,4,18,8,9,0,0,0,41,8,24,25.0,Matches,Celta Vigo,2024
188,Williot Swedberg,se SWE,"FW,MF",21-097,13.0,1,0,0,17,27,7,18,3,13,0,0,0,40,7,14,33.3,Matches,Celta Vigo,2024
189,Alfon,es ESP,"FW,MF",26-005,13.5,1,1,0,15,27,6,35,4,2,1,0,0,35,3,12,20.0,Matches,Celta Vigo,2024
190,Carlos Dominguez,es ESP,DF,24-087,10.0,1,0,0,7,7,0,0,8,11,0,0,1,36,25,9,73.5,Matches,Celta Vigo,2024
191,Jonathan Bamba,ci CIV,"FW,MF",29-044,9.0,1,0,0,7,17,4,25,5,7,0,0,0,52,5,10,33.3,Matches,Celta Vigo,2024
192,Damián Rodríguez,es ESP,MF,22-053,9.8,3,0,0,13,8,0,29,6,9,0,0,0,47,0,4,0.0,Matches,Celta Vigo,2024
193,Javier Manquillo,es ESP,DF,31-004,5.7,1,0,0,9,1,0,3,7,5,0,0,0,18,5,8,38.5,Matches,Celta Vigo,2024
194,Anastasios Douvikas,gr GRE,FW,25-280,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8,Matches,Celta Vigo,2024
195,Jailson Siqueira,br BRA,"DF,MF",29-244,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4,Matches,Celta Vigo,2024
196,Fer López,,"FW,MF",,5.9,2,0,0,13,6,0,2,2,3,0,0,0,23,2,7,22.2,Matches,Celta Vigo,2024
197,Yoel Lago,es ESP,DF,21-045,4.3,1,0,0,13,5,0,0,4,4,0,1,0,15,2,4,33.3,Matches,Celta Vigo,2024
198,Iván Villar,es ESP,GK,27-304,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,50.0,Matches,Celta Vigo,2024
199,Iker Losada,es ESP,"FW,MF",23-281,3.8,2,0,0,3,0,0,5,1,3,0,0,0,8,2,5,28.6,Matches,Celta Vigo,2024
200,Franco Cervi,ar ARG,"FW,MF",30-348,2.9,1,0,0,4,1,0,6,8,3,0,0,0,12,4,4,50.0,Matches,Celta Vigo,2024
201,Mihailo Ristić,rs SRB,"MF,DF",29-190,2.7,1,0,0,6,2,0,5,1,3,0,0,0,13,0,8,0.0,Matches,Celta Vigo,2024
202,Luca de la Torre,us USA,MF,26-351,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Celta Vigo,2024
203,Joseph Aidoo,gh GHA,DF,29-222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Celta Vigo,2024
204,Tadeo Allende,ar ARG,FW,26-078,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Celta Vigo,2024
205,Florian Lejeune,fr FRA,DF,33-354,32.9,7,0,0,46,16,0,7,30,26,0,1,0,137,76,52,59.4,Matches,Rayo Vallecano,2024
206,Andrei Ratiu,ro ROU,DF,26-323,30.2,5,0,0,22,17,5,71,26,37,0,0,0,159,17,27,38.6,Matches,Rayo Vallecano,2024
207,Augusto Batalla,ar ARG,GK,29-009,28.0,5,0,0,1,6,0,0,0,2,0,0,0,44,5,0,100.0,Matches,Rayo Vallecano,2024
208,Jorge de Frutos,es ESP,"FW,MF",28-078,24.7,3,1,0,35,27,3,69,17,19,0,0,0,105,13,18,41.9,Matches,Rayo Vallecano,2024
209,Pep Chavarría,es ESP,"DF,FW",27-029,25.4,3,0,0,27,23,3,73,26,30,0,1,0,101,21,25,45.7,Matches,Rayo Vallecano,2024
210,Álvaro García,es ESP,"FW,MF",32-194,25.2,4,0,0,16,18,13,100,30,22,1,1,0,84,6,15,28.6,Matches,Rayo Vallecano,2024
211,Abdul Mumin,gh GHA,DF,26-337,22.4,6,1,0,22,12,0,6,23,25,0,0,0,93,31,25,55.4,Matches,Rayo Vallecano,2024
212,Pathé Ciss,sn SEN,"MF,DF",31-054,21.0,10,0,0,42,24,0,4,34,22,0,2,0,133,46,28,62.2,Matches,Rayo Vallecano,2024
213,Isaac Palazón Camacho,es ESP,"MF,FW",30-133,20.0,4,0,0,35,43,3,78,8,17,0,0,0,92,14,34,29.2,Matches,Rayo Vallecano,2024
214,Unai López,es ESP,MF,29-191,16.8,8,1,0,17,18,1,26,20,16,0,0,0,108,10,16,38.5,Matches,Rayo Vallecano,2024
215,Óscar Valentín,es ESP,MF,30-262,18.6,3,0,0,52,29,0,2,21,40,0,0,0,99,28,35,44.4,Matches,Rayo Vallecano,2024
216,Adri Embarba,es ESP,"FW,MF",33-002,16.5,4,0,0,23,21,13,110,12,17,0,0,0,59,12,29,29.3,Matches,Rayo Vallecano,2024
217,Randy Nteka,ao ANG,FW,27-154,12.5,6,0,0,39,15,16,4,4,5,0,0,0,26,41,51,44.6,Matches,Rayo Vallecano,2024
218,Sergio Camello,es ESP,FW,24-088,12.6,2,0,0,11,10,2,6,4,3,0,0,0,32,11,26,29.7,Matches,Rayo Vallecano,2024
219,Pedro Díaz,es ESP,MF,26-338,11.5,2,0,0,7,6,0,38,6,13,0,0,0,69,4,6,40.0,Matches,Rayo Vallecano,2024
220,Iván Balliu,al ALB,DF,33-128,10.0,2,0,0,14,9,0,13,10,9,0,0,0,31,11,21,34.4,Matches,Rayo Vallecano,2024
221,Aridane Hernández,es ESP,DF,36-047,8.4,1,0,0,4,7,0,0,3,7,0,0,1,36,22,12,64.7,Matches,Rayo Vallecano,2024
222,Alfonso Espino,uy URU,DF,33-124,8.2,4,0,0,16,12,0,21,10,20,0,1,0,46,13,10,56.5,Matches,Rayo Vallecano,2024
223,Gerard Gumbau,es ESP,MF,30-142,8.6,4,0,0,19,11,2,38,5,12,0,0,0,23,15,21,41.7,Matches,Rayo Vallecano,2024
224,Cárdenas,es ESP,GK,28-042,6.0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,Matches,Rayo Vallecano,2024
225,Óscar Trejo,ar ARG,MF,37-013,5.4,1,0,0,17,11,1,7,4,5,0,0,0,21,4,7,36.4,Matches,Rayo Vallecano,2024
226,Sergi Guardiola,es ESP,FW,33-345,4.0,1,0,0,9,7,2,4,1,3,0,0,0,7,6,11,35.3,Matches,Rayo Vallecano,2024
227,James Rodríguez,co COL,"MF,FW",33-301,1.6,1,0,0,2,1,3,13,1,2,0,0,0,8,2,3,40.0,Matches,Rayo Vallecano,2024
228,Pelayo Fernandez,es ESP,DF,22-010,1.0,1,0,0,2,0,0,0,1,0,0,0,0,4,3,2,60.0,Matches,Rayo Vallecano,2024
229,Etienne Eto'o,cm CMR,FW,22-264,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,75.0,Matches,Rayo Vallecano,2024
230,Raúl de Tomás,es ESP,"DF,FW",30-204,0.2,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,,Matches,Rayo Vallecano,2024
231,Sergio Herrera,es ESP,GK,31-338,33.0,5,0,0,1,4,0,0,0,1,0,1,0,29,5,1,83.3,Matches,Osasuna,2024
232,Jesús Areso,es ESP,DF,25-311,30.2,7,0,0,30,17,7,147,8,34,0,0,0,105,25,17,59.5,Matches,Osasuna,2024
233,Catena,es ESP,DF,30-193,30.2,10,0,0,32,11,0,1,31,25,1,1,0,97,58,28,67.4,Matches,Osasuna,2024
234,Lucas Torró,es ESP,MF,30-294,29.4,10,0,0,73,37,1,1,43,39,0,2,0,157,150,54,73.5,Matches,Osasuna,2024
235,Aimar Oroz,es ESP,"MF,FW",23-163,29.0,8,0,0,26,58,5,23,18,18,0,0,0,141,15,21,41.7,Matches,Osasuna,2024
236,Ante Budimir,hr CRO,FW,33-291,29.1,3,0,0,42,30,14,5,2,9,6,0,0,50,124,124,50.0,Matches,Osasuna,2024
237,Enzo Boyomo,cm CMR,DF,23-214,29.2,5,0,0,40,7,0,2,36,37,0,0,0,101,25,34,42.4,Matches,Osasuna,2024
238,Rubén García,es ESP,"FW,MF",31-299,24.5,2,0,0,34,30,10,120,14,29,1,0,0,111,26,37,41.3,Matches,Osasuna,2024
239,Jon Moncayola,es ESP,MF,26-361,22.9,8,0,0,34,9,0,100,11,40,0,0,0,88,15,16,48.4,Matches,Osasuna,2024
240,Abel,es ESP,DF,24-261,22.4,3,0,0,24,32,3,83,18,35,0,1,0,105,19,17,52.8,Matches,Osasuna,2024
241,Bryan Zaragoza,es ESP,"FW,MF",24-014,16.9,4,0,0,14,30,7,80,1,9,0,0,0,42,1,9,10.0,Matches,Osasuna,2024
242,Jorge Herrando,es ESP,DF,24-070,15.2,3,0,0,25,2,0,2,12,11,0,1,0,36,29,11,72.5,Matches,Osasuna,2024
243,Juan Cruz Armada,es ESP,DF,32-285,13.0,4,0,0,13,2,2,9,8,10,0,0,0,36,6,5,54.5,Matches,Osasuna,2024
244,Pablo Ibáñez,es ESP,MF,26-231,11.4,3,0,0,23,22,0,8,14,9,0,0,0,51,17,22,43.6,Matches,Osasuna,2024
245,Moi Gómez,es ESP,"MF,FW",30-320,8.8,1,0,0,12,6,1,28,5,9,0,0,1,66,7,12,36.8,Matches,Osasuna,2024
246,Rubén Peña,es ESP,"FW,DF",33-295,7.6,1,0,0,11,7,0,50,5,3,1,0,0,31,6,14,30.0,Matches,Osasuna,2024
247,Raúl,es ESP,"FW,MF",24-187,7.7,0,0,0,9,12,6,6,0,6,0,0,0,13,18,16,52.9,Matches,Osasuna,2024
248,Iker Muñoz,es ESP,MF,22-185,5.6,2,0,0,9,11,0,5,4,2,0,0,0,24,10,11,47.6,Matches,Osasuna,2024
249,Kike Barja,es ESP,"FW,MF",28-038,2.9,3,0,0,9,4,1,33,3,4,0,0,0,9,5,5,50.0,Matches,Osasuna,2024
250,Nacho Vidal,es ESP,DF,30-105,1.4,0,0,0,2,1,0,2,0,0,0,0,0,5,3,1,75.0,Matches,Osasuna,2024
251,José Arnaiz,es ESP,"MF,FW",30-024,1.4,0,0,0,0,5,3,13,3,4,0,0,0,15,1,3,25.0,Matches,Osasuna,2024
252,Aitor Fernández,es ESP,GK,34-006,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,Osasuna,2024
253,Unai García,es ESP,DF,33-095,0.7,0,0,0,3,3,0,0,0,0,0,0,0,2,1,3,25.0,Matches,Osasuna,2024
254,Iker Benito,es ESP,"FW,MF",22-272,0.4,0,0,0,1,1,0,2,1,0,0,0,0,3,0,1,0.0,Matches,Osasuna,2024
255,Javi Martínez,es ESP,MF,25-138,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Osasuna,2024
256,Antonio Raillo,es ESP,DF,33-213,31.6,6,1,0,44,9,2,2,27,17,0,0,0,89,115,77,59.9,Matches,Mallorca,2024
257,Sergi Darder,es ESP,"MF,FW",31-138,26.6,4,0,0,20,33,3,139,14,23,0,0,0,104,10,9,52.6,Matches,Mallorca,2024
258,Johan Mojica,co COL,DF,32-261,28.3,5,0,0,18,22,0,128,25,22,1,2,0,163,9,17,34.6,Matches,Mallorca,2024
259,Dominik Greif,sk SVK,GK,28-033,28.0,1,0,0,0,3,0,0,0,0,0,0,0,37,6,2,75.0,Matches,Mallorca,2024
260,Martin Valjent,sk SVK,DF,29-149,27.7,4,0,0,14,10,0,9,17,18,0,0,0,92,46,37,55.4,Matches,Mallorca,2024
261,Samu Costa,pt POR,MF,24-163,25.6,8,1,1,52,55,2,18,29,38,0,0,0,111,59,32,64.8,Matches,Mallorca,2024
262,Pablo Maffeo,es ESP,DF,27-301,24.5,5,0,0,18,36,1,86,24,37,0,0,0,98,19,15,55.9,Matches,Mallorca,2024
263,Dani Rodríguez,es ESP,"MF,FW",36-337,21.8,5,0,0,46,37,8,113,12,27,0,0,0,65,23,36,39.0,Matches,Mallorca,2024
264,Vedat Muriqi,xk KVX,FW,31-015,19.6,1,2,0,25,36,18,9,7,4,1,1,1,43,123,86,58.9,Matches,Mallorca,2024
265,Cyle Larin,ca CAN,FW,30-022,18.0,4,0,0,25,30,22,6,1,5,1,0,0,43,59,81,42.1,Matches,Mallorca,2024
266,Omar Mascarell,gq EQG,MF,32-096,19.1,4,1,0,23,13,0,3,45,13,0,0,0,69,36,18,66.7,Matches,Mallorca,2024
267,Copete,es ESP,DF,25-211,16.0,6,0,0,26,13,0,6,17,15,0,0,0,45,27,15,64.3,Matches,Mallorca,2024
268,Manu Morlanes,es ESP,MF,26-117,14.4,6,0,0,15,13,0,7,24,27,0,0,0,78,10,16,38.5,Matches,Mallorca,2024
269,Roberto Navarro,es ESP,"MF,FW",23-027,14.2,3,0,0,14,21,2,29,19,22,0,0,0,94,5,9,35.7,Matches,Mallorca,2024
270,Takuma Asano,jp JPN,"FW,MF",30-180,11.0,0,0,0,4,14,5,19,5,9,0,0,0,41,5,26,16.1,Matches,Mallorca,2024
271,Antonio Sánchez,es ESP,"MF,DF",28-128,13.6,2,0,0,23,11,3,25,17,16,0,0,0,66,5,11,31.3,Matches,Mallorca,2024
272,Leo Román,es ESP,GK,24-307,6.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches,Mallorca,2024
273,Mateu Morey,es ESP,DF,25-068,5.5,1,0,0,10,6,1,15,9,13,0,0,0,24,7,4,63.6,Matches,Mallorca,2024
274,Toni Lato,es ESP,DF,27-169,5.1,0,1,0,9,2,1,21,4,10,0,0,0,25,6,6,50.0,Matches,Mallorca,2024
275,Abdón Prats,es ESP,"FW,MF",32-153,5.1,4,0,0,6,19,2,0,1,1,1,0,0,13,19,32,37.3,Matches,Mallorca,2024
276,Marc Domenech,es ESP,"FW,MF",19-128,2.3,0,0,0,4,0,0,4,0,3,0,0,0,6,7,5,58.3,Matches,Mallorca,2024
277,Valery Fernández,es ESP,"MF,FW",25-167,3.3,1,0,0,3,1,1,3,0,7,0,0,0,19,1,4,20.0,Matches,Mallorca,2024
278,Chiquinho,pt POR,"MF,FW",25-093,1.6,2,0,0,6,8,0,9,2,0,0,0,0,10,0,5,0.0,Matches,Mallorca,2024
279,Siebe Van Der Heyden,be BEL,"DF,MF",26-344,1.1,0,0,0,2,0,0,2,2,1,0,0,0,5,2,1,66.7,Matches,Mallorca,2024
280,David López,es ESP,DF,22-095,0.9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0.0,Matches,Mallorca,2024
281,Javier Llabrés,es ESP,FW,22-240,0.6,0,0,0,0,1,1,4,0,0,0,0,0,3,1,0,100.0,Matches,Mallorca,2024
282,Jan Salas,es ESP,MF,19-272,0.3,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,100.0,Matches,Mallorca,2024
283,Daniel Luna,co COL,MF,22-002,0.2,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,,Matches,Mallorca,2024
284,Álex Remiro,es ESP,GK,30-046,33.0,0,0,0,0,5,0,0,0,0,0,0,0,57,5,0,100.0,Matches,Real Sociedad,2024
285,Martín Zubimendi,es ESP,MF,26-096,29.9,5,0,0,41,19,0,12,39,37,1,0,0,131,50,31,61.7,Matches,Real Sociedad,2024
286,Sergio Gómez,es ESP,"MF,DF",24-247,28.2,4,0,0,29,14,9,214,17,38,0,1,0,137,18,20,47.4,Matches,Real Sociedad,2024
287,Jon Aramburu,ve VEN,DF,22-290,24.7,8,0,0,47,39,3,40,28,65,0,1,0,118,37,30,55.2,Matches,Real Sociedad,2024
288,Igor Zubeldia,es ESP,DF,28-040,22.7,6,1,0,36,10,0,1,25,21,0,1,0,73,60,79,43.2,Matches,Real Sociedad,2024
289,Mikel Oyarzabal,es ESP,"FW,MF",28-018,22.3,4,1,0,12,20,16,9,4,11,1,0,0,41,29,72,28.7,Matches,Real Sociedad,2024
290,Takefusa Kubo,jp JPN,"MF,FW",23-339,22.9,5,0,0,18,65,8,70,13,18,0,0,0,104,10,14,41.7,Matches,Real Sociedad,2024
291,Nayef Aguerd,ma MAR,DF,29-040,19.6,5,0,0,11,19,0,2,13,24,0,1,0,73,61,32,65.6,Matches,Real Sociedad,2024
292,Javi López,es ESP,DF,23-045,19.5,4,0,0,28,26,1,52,8,23,0,0,0,87,10,19,34.5,Matches,Real Sociedad,2024
293,Luka Sučić,hr CRO,MF,22-243,17.8,3,0,0,11,15,3,17,13,17,0,0,0,98,24,24,50.0,Matches,Real Sociedad,2024
294,Brais Méndez,es ESP,MF,28-122,15.5,4,0,0,36,41,8,44,7,13,0,0,0,66,17,26,39.5,Matches,Real Sociedad,2024
295,Aritz Elustondo,es ESP,DF,31-042,13.2,2,1,0,21,18,0,3,9,9,0,0,0,48,28,23,54.9,Matches,Real Sociedad,2024
296,Ander Barrenetxea,es ESP,"MF,FW",23-133,12.3,5,0,0,27,12,3,42,10,16,0,1,0,79,7,12,36.8,Matches,Real Sociedad,2024
297,Sheraldo Becker,sr SUR,"FW,MF",30-089,11.1,1,1,0,8,15,9,64,1,2,0,0,0,30,7,16,30.4,Matches,Real Sociedad,2024
298,Aihen Muñoz,es ESP,DF,27-266,10.3,4,0,0,11,10,0,26,13,12,0,1,0,40,20,17,54.1,Matches,Real Sociedad,2024
299,Pablo Marín,es ESP,MF,21-310,10.6,3,0,0,18,13,0,10,4,14,0,0,0,48,14,24,36.8,Matches,Real Sociedad,2024
300,Beñat Turrientes,es ESP,MF,23-098,9.1,4,0,0,11,21,0,18,5,5,0,0,0,36,10,18,35.7,Matches,Real Sociedad,2024
301,Orri Steinn Óskarsson,is ISL,FW,20-253,10.5,1,0,0,7,6,10,7,2,6,0,0,0,15,31,55,36.0,Matches,Real Sociedad,2024
302,Jon Pacheco,es ESP,DF,24-121,8.5,3,0,0,18,5,0,0,8,9,0,0,0,33,19,16,54.3,Matches,Real Sociedad,2024
303,Olasagasti,es ESP,MF,24-266,8.8,2,0,0,14,7,0,10,13,9,0,0,0,40,12,22,35.3,Matches,Real Sociedad,2024
304,Hamari Traoré,ml MLI,DF,33-102,6.4,1,0,0,11,3,0,6,8,11,0,0,0,24,8,9,47.1,Matches,Real Sociedad,2024
305,Jon Martin,es ESP,DF,19-128,8.0,2,0,0,18,0,0,0,7,7,0,0,0,21,49,9,84.5,Matches,Real Sociedad,2024
306,Umar Sadiq,ng NGA,FW,28-096,2.5,1,0,0,8,1,5,2,1,1,0,0,0,5,9,11,45.0,Matches,Real Sociedad,2024
307,Unai Marrero,es ESP,GK,23-212,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Real Sociedad,2024
308,Arsen Zakharyan,ru RUS,"MF,FW",21-348,0.8,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,,Matches,Real Sociedad,2024
309,Urko González,es ESP,MF,24-050,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,Matches,Real Sociedad,2024
310,Arkaitz Mariezkurrena,es ESP,"MF,FW",20-034,1.2,1,0,0,7,1,0,2,1,0,0,0,0,7,3,2,60.0,Matches,Real Sociedad,2024
311,Álvaro Odriozola,es ESP,DF,29-146,0.5,1,0,0,2,1,0,1,0,1,0,0,0,2,1,0,100.0,Matches,Real Sociedad,2024
312,Daniel Díaz,es ESP,MF,18-321,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.0,Matches,Real Sociedad,2024
313,Luken Beitia,es ESP,DF,20-313,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0,Matches,Real Sociedad,2024
314,Jon Magunazelaia,es ESP,MF,24-300,0.1,0,0,0,1,1,0,0,0,1,0,0,0,5,3,0,100.0,Matches,Real Sociedad,2024
315,Cristhian Mosquera,es ESP,DF,20-316,32.9,6,0,0,13,23,0,1,33,29,0,3,0,173,37,45,45.1,Matches,Valencia,2024
316,Diego López,es ESP,"MF,FW",22-361,27.7,2,0,0,19,30,13,63,13,17,1,1,0,93,14,52,21.2,Matches,Valencia,2024
317,Giorgi Mamardashvili,ge GEO,GK,24-222,30.0,1,0,0,0,5,0,0,1,2,0,0,0,24,3,2,60.0,Matches,Valencia,2024
318,César Tárrega,es ESP,DF,23-072,29.6,5,0,0,50,13,0,1,20,33,0,2,2,87,81,54,60.0,Matches,Valencia,2024
319,Luis Rioja,es ESP,"MF,FW",31-205,28.6,5,0,0,15,36,10,191,22,20,0,0,0,102,13,21,38.2,Matches,Valencia,2024
320,Javier Guerra,es ESP,MF,22-128,25.9,4,0,0,29,27,1,44,19,23,0,0,0,147,16,17,48.5,Matches,Valencia,2024
321,Dimitri Foulquier,fr FRA,DF,32-047,24.9,6,0,0,24,30,1,57,16,31,0,0,0,95,12,19,38.7,Matches,Valencia,2024
322,Hugo Duro,es ESP,FW,25-180,21.8,3,0,0,33,44,7,7,10,7,0,1,1,43,56,98,36.4,Matches,Valencia,2024
323,Enzo Barrenechea,ar ARG,MF,23-352,21.2,6,0,0,22,36,0,3,25,29,1,0,0,99,33,23,58.9,Matches,Valencia,2024
324,Domingos André Ribeiro Almeida,pt POR,"MF,FW",24-344,19.5,2,0,0,25,30,2,56,8,28,0,0,0,76,4,15,21.1,Matches,Valencia,2024
325,José Luis Gayà,es ESP,DF,29-349,17.3,6,0,0,26,11,2,77,20,36,0,0,0,80,9,10,47.4,Matches,Valencia,2024
326,José Luis García Vayá,es ESP,MF,26-271,17.4,8,1,0,25,15,1,107,15,21,0,0,0,93,22,18,55.0,Matches,Valencia,2024
327,Yarek Gasiorowski,es ESP,DF,20-117,10.5,1,0,0,5,2,0,3,26,16,0,0,0,40,24,13,64.9,Matches,Valencia,2024
328,Jesus Vazquez,es ESP,DF,22-127,9.1,3,0,0,15,10,1,21,7,16,0,0,0,36,10,12,45.5,Matches,Valencia,2024
329,Thierry Correia,pt POR,DF,26-061,8.5,1,0,0,15,14,0,18,4,18,0,0,0,38,4,8,33.3,Matches,Valencia,2024
330,Umar Sadiq,ng NGA,FW,28-096,7.5,4,0,0,27,12,9,0,1,5,0,0,0,13,22,18,55.0,Matches,Valencia,2024
331,Dani Gómez,es ESP,FW,26-283,5.9,0,0,0,7,8,10,0,2,2,0,0,0,14,7,24,22.6,Matches,Valencia,2024
332,Rafa Mir,es ESP,"FW,MF",27-325,6.6,2,0,0,6,7,5,5,4,6,0,0,0,15,10,17,37.0,Matches,Valencia,2024
333,Mouctar Diakhaby,gn GUI,DF,28-141,4.1,0,0,0,2,2,0,0,3,1,0,0,0,11,11,5,68.8,Matches,Valencia,2024
334,Hugo Guillamón,es ESP,MF,25-098,4.0,2,0,0,6,4,1,1,5,8,0,0,0,21,5,4,55.6,Matches,Valencia,2024
335,Stole Dimitrievski,mk MKD,GK,31-135,4.0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches,Valencia,2024
336,Francisco Perez,es ESP,"MF,FW",22-242,5.1,1,0,0,4,10,0,24,3,11,0,0,0,21,5,6,45.5,Matches,Valencia,2024
337,Sergi Canós,es ESP,"MF,FW",28-096,4.0,3,0,0,12,6,1,18,5,7,0,0,0,20,4,7,36.4,Matches,Valencia,2024
338,Ivan Jaime Pajuelo,es ESP,MF,24-225,2.1,0,0,0,4,6,1,6,2,2,0,0,0,14,4,3,57.1,Matches,Valencia,2024
339,Germán Valera,es ESP,MF,23-054,1.6,0,0,0,2,4,0,6,4,1,0,0,0,4,1,2,33.3,Matches,Valencia,2024
340,Max Aarons,eng ENG,"DF,MF",25-125,1.2,1,0,0,0,1,0,2,0,3,0,0,0,5,2,1,66.7,Matches,Valencia,2024
341,Maximiliano Caufriez,be BEL,DF,28-082,1.0,0,0,0,3,0,0,0,1,1,0,1,0,1,2,5,28.6,Matches,Valencia,2024
342,Rodrigo Abajas,es ESP,DF,21-362,0.7,1,0,0,2,0,1,1,1,2,0,0,0,2,0,1,0.0,Matches,Valencia,2024
343,Martín Tejón,es ESP,"MF,DF",21-027,0.5,0,0,0,1,1,0,1,0,0,0,0,0,4,0,3,0.0,Matches,Valencia,2024
344,Iker Córdoba,es ESP,DF,19-179,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,Matches,Valencia,2024
345,David Otorbi,es ESP,MF,17-205,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Valencia,2024
346,Alberto Marí,es ESP,FW,23-302,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,Valencia,2024
347,David Soria,es ESP,GK,32-035,34.0,1,0,0,0,0,0,0,1,4,0,0,0,26,6,0,100.0,Matches,Getafe,2024
348,Omar Alderete,py PAR,DF,28-134,30.4,7,0,0,30,10,7,6,36,27,1,3,0,107,94,48,66.2,Matches,Getafe,2024
349,Djené,tg TOG,"DF,MF",33-129,27.3,10,1,0,39,24,1,32,21,13,0,0,0,98,42,30,58.3,Matches,Getafe,2024
350,Luis Milla,es ESP,MF,30-214,28.9,4,0,0,35,43,0,182,21,34,0,1,0,153,29,35,45.3,Matches,Getafe,2024
351,Iglesias,es ESP,DF,26-310,28.3,4,0,0,40,38,1,77,41,46,0,0,0,97,33,32,50.8,Matches,Getafe,2024
352,Diego Rico,es ESP,DF,32-075,27.3,7,1,0,34,50,3,129,31,45,1,0,0,116,22,18,55.0,Matches,Getafe,2024
353,Mauro Arambarri,uy URU,MF,29-221,26.9,10,0,0,47,50,3,14,13,26,0,0,0,119,55,50,52.4,Matches,Getafe,2024
354,Chrisantus Uche,ng NGA,"FW,MF",21-355,24.8,8,2,1,50,65,17,19,9,17,0,0,0,100,82,116,41.4,Matches,Getafe,2024
355,Domingos Duarte,pt POR,DF,30-060,17.0,3,1,1,20,12,0,0,13,11,0,1,0,51,24,14,63.2,Matches,Getafe,2024
356,Carles Pérez,es ESP,"MF,FW",27-082,15.9,2,0,0,44,11,1,42,6,23,0,0,0,50,13,27,32.5,Matches,Getafe,2024
357,Bertuğ Yıldırım,tr TUR,FW,22-301,11.6,7,0,0,31,17,14,7,1,5,1,0,0,22,72,58,55.4,Matches,Getafe,2024
