,Player,Nation,Pos,Age,ptime_MP,ptime_Starts,ptime_Min,ptime_90s,perf_Gls,perf_Ast,perf_G+A,perf_G-PK,perf_PK,perf_PKatt,perf_CrdY,perf_CrdR,exp_xG,exp_npxG,exp_xAG,exp_npxG+xAG,prog_PrgC,prog_PrgP,prog_PrgR,p90_Gls,p90_Ast,p90_G+A,p90_G-PK,p90_G+A-PK,p90_xG,p90_xAG,p90_xG+xAG,p90_npxG,p90_npxG+xAG,Matches,Team,Season,MP
21,Ben Brereton,cl CHI,FW,26-019,10.0,4,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,12.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,Southampton,2024,
22,Ryan Fraser,sct SCO,"FW,DF",31-072,8.0,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Southampton,2024,
23,Ross Stewart,sct SCO,FW,28-300,9.0,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Southampton,2024,
24,Joe Lumley,eng ENG,GK,30-081,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,
25,Welington,br BRA,"DF,MF",24-077,7.0,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Southampton,2024,
26,Armel Bella Kotchap,de GER,DF,23-147,4.0,2,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Southampton,2024,
27,Charlie Taylor,eng ENG,DF,31-231,7.0,2,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Southampton,2024,
28,Albert Grønbaek,dk DEN,"FW,MF",23-349,4.0,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Southampton,2024,
29,Maxwel Cornet,ci CIV,FW,28-222,2.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Southampton,2024,
30,Samuel Edozie,eng ENG,"DF,FW",22-099,2.0,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton,2024,
31,Jay Robinson,eng ENG,"MF,FW",18-053,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Southampton,2024,
32,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18-293,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29,Matches,Southampton,2024,
33,Ronnie Edwards,eng ENG,DF,22-040,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,
34,Carlos Alcaraz,ar ARG,MF,22-158,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,2024,
35,Joe O'Brien-Whitmarsh,ie IRL,FW,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,2024,
0,Pedro Porro,es ESP,DF,25-236,,26,2463.0,27.4,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,4.0,5.5,63.0,147.0,106.0,0.07,0.22,0.29,0.07,0.29,0.06,0.15,0.2,0.06,0.2,Matches,Tottenham Hotspur,2024,31.0
1,Dejan Kulusevski,se SWE,"MF,FW",25-012,,26,2371.0,26.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,123.0,210.0,0.27,0.15,0.42,0.27,0.42,0.16,0.24,0.39,0.16,0.39,Matches,Tottenham Hotspur,2024,31.0
2,Dominic Solanke,eng ENG,FW,27-235,,24,2119.0,23.5,8.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,10.1,10.1,2.9,13.1,29.0,45.0,88.0,0.34,0.13,0.47,0.34,0.47,0.43,0.13,0.56,0.43,0.56,Matches,Tottenham Hotspur,2024,25.0
3,Brennan Johnson,wls WAL,FW,23-349,,23,2083.0,23.1,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,9.8,9.8,2.3,12.1,57.0,70.0,194.0,0.48,0.13,0.6,0.48,0.6,0.43,0.1,0.52,0.43,0.52,Matches,Tottenham Hotspur,2024,31.0
4,Guglielmo Vicario,it ITA,GK,28-212,,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,23.0
5,Son Heung-min,kr KOR,FW,32-303,,23,2004.0,22.3,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,7.0,5.4,8.2,13.7,87.0,104.0,259.0,0.31,0.4,0.72,0.27,0.67,0.31,0.37,0.68,0.24,0.61,Matches,Tottenham Hotspur,2024,28.0
6,Destiny Udogie,it ITA,DF,22-160,,23,1834.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,54.0,120.0,93.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.09,0.01,0.09,Matches,Tottenham Hotspur,2024,24.0
7,James Maddison,eng ENG,MF,28-165,,21,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,5.8,5.8,4.2,10.0,45.0,164.0,95.0,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,Matches,Tottenham Hotspur,2024,31.0
8,Pape Matar Sarr,sn SEN,MF,22-235,,19,1726.0,19.2,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,1.6,4.9,32.0,85.0,50.0,0.16,0.1,0.26,0.16,0.26,0.17,0.08,0.26,0.17,0.26,Matches,Tottenham Hotspur,2024,33.0
9,Rodrigo Bentancur,uy URU,MF,27-316,,19,1518.0,16.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.4,1.7,26.0,99.0,34.0,0.12,0.0,0.12,0.12,0.12,0.08,0.03,0.1,0.08,0.1,Matches,Tottenham Hotspur,2024,23.0
10,Cristian Romero,ar ARG,DF,27-010,,18,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.6,2.2,12.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,Matches,Tottenham Hotspur,2024,18.0
11,Djed Spence,eng ENG,DF,24-271,,17,1604.0,17.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.8,2.3,56.0,100.0,70.0,0.06,0.11,0.17,0.06,0.17,0.03,0.1,0.13,0.03,0.13,Matches,Tottenham Hotspur,2024,22.0
12,Archie Gray,eng ENG,"DF,MF",19-056,,16,1481.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,2024,25.0
13,Yves Bissouma,ml MLI,MF,28-250,,16,1300.0,14.4,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.6,0.6,0.3,0.9,15.0,72.0,3.0,0.14,0.0,0.14,0.14,0.14,0.04,0.02,0.06,0.04,0.06,Matches,Tottenham Hotspur,2024,25.0
14,Radu Drăgușin,ro ROU,DF,23-093,,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham Hotspur,2024,16.0
15,Ben Davies,wls WAL,DF,32-013,,12,1126.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,14.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Tottenham Hotspur,2024,14.0
16,Lucas Bergvall,se SWE,MF,19-094,,11,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches,Tottenham Hotspur,2024,27.0
17,Micky van de Ven,nl NED,DF,24-018,,11,950.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.2,1.7,8.0,51.0,1.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,Matches,Tottenham Hotspur,2024,12.0
18,Mathys Tel,fr FRA,FW,20-010,,8,649.0,7.2,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.3,1.5,1.4,2.9,18.0,16.0,57.0,0.28,0.14,0.42,0.14,0.28,0.32,0.19,0.51,0.21,0.4,Matches,Tottenham Hotspur,2024,10.0
19,Fraser Forster,eng ENG,GK,37-051,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,7.0
20,Wilson Odobert,fr FRA,FW,20-160,,7,629.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,2.1,40.0,21.0,56.0,0.14,0.0,0.14,0.14,0.14,0.17,0.13,0.3,0.17,0.3,Matches,Tottenham Hotspur,2024,13.0
21,Kevin Danso,at AUT,DF,26-230,,6,572.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Tottenham Hotspur,2024,7.0
22,Timo Werner,de GER,"FW,MF",29-062,,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,Matches,Tottenham Hotspur,2024,18.0
23,Richarlison,br BRA,FW,27-362,,4,475.0,5.3,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.7,3.7,0.9,4.6,8.0,11.0,22.0,0.76,0.19,0.95,0.76,0.95,0.7,0.17,0.87,0.7,0.87,Matches,Tottenham Hotspur,2024,13.0
24,Antonín Kinský,cz CZE,GK,22-055,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Tottenham Hotspur,2024,4.0
25,Mikey Moore,eng ENG,FW,17-269,,2,208.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,9.0,7.0,31.0,0.0,0.43,0.43,0.0,0.43,0.09,0.15,0.23,0.09,0.23,Matches,Tottenham Hotspur,2024,8.0
26,Brandon Austin,eng ENG,GK,26-119,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,1.0
27,Sergio Reguilón,es ESP,DF,28-142,,0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Tottenham Hotspur,2024,3.0
28,Dane Scarlett,eng ENG,"FW,MF",21-044,,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22,Matches,Tottenham Hotspur,2024,3.0
29,Alfie Dorrington,eng ENG,DF,20-017,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,1.0
30,Will Lankshear,eng ENG,"FW,MF",20-017,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,3.0
31,Oyindamola Ajayi,eng ENG,FW,19-131,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
32,Dante Cassanova,jm JAM,DF,20-320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
33,Alfie Devine,eng ENG,MF,20-279,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
34,Malachi Hardy,eng ENG,DF,17-058,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
35,Maeson King,eng ENG,DF,19-240,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
36,Yang Minhyeok,kr KOR,MF,19-021,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
37,Callum Olusesi,eng ENG,MF,18-110,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
38,Alfie Whiteman,eng ENG,GK,26-217,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
39,Luca Williams Barnett,eng ENG,FW,16-218,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
0,Max Kilman,eng ENG,DF,27-349,35.0,35,3078.0,34.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,1.2,2.6,29.0,107.0,6.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,Matches,West Ham United,2024,
1,Aaron Wan-Bissaka,eng ENG,DF,27-162,33.0,32,2884.0,32.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.2,4.4,101.0,132.0,150.0,0.06,0.09,0.16,0.06,0.16,0.04,0.1,0.14,0.04,0.14,Matches,West Ham United,2024,
2,Jarrod Bowen,eng ENG,"FW,MF",28-138,31.0,31,2721.0,30.2,10.0,7.0,17.0,9.0,1.0,1.0,1.0,0.0,8.0,7.3,6.3,13.6,98.0,86.0,188.0,0.33,0.23,0.56,0.3,0.53,0.26,0.21,0.47,0.24,0.45,Matches,West Ham United,2024,
3,Mohammed Kudus,gh GHA,"FW,MF",24-278,29.0,29,2421.0,26.9,4.0,2.0,6.0,4.0,0.0,0.0,2.0,1.0,6.6,6.6,2.5,9.0,93.0,76.0,201.0,0.15,0.07,0.22,0.15,0.22,0.24,0.09,0.34,0.24,0.34,Matches,West Ham United,2024,
4,Lucas Paquetá,br BRA,"MF,FW",27-253,31.0,27,2336.0,26.0,4.0,0.0,4.0,2.0,2.0,2.0,9.0,0.0,5.2,3.6,3.1,6.7,22.0,145.0,82.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,West Ham United,2024,
5,Tomáš Souček,cz CZE,MF,30-069,32.0,27,2330.0,25.9,8.0,1.0,9.0,8.0,0.0,0.0,8.0,0.0,6.0,6.0,1.0,7.0,6.0,70.0,65.0,0.31,0.04,0.35,0.31,0.35,0.23,0.04,0.27,0.23,0.27,Matches,West Ham United,2024,
6,Emerson Palmieri,it ITA,DF,30-277,30.0,26,2105.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,West Ham United,2024,
7,Alphonse Areola,fr FRA,GK,32-069,24.0,23,2080.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,
8,Konstantinos Mavropanos,gr GRE,DF,27-147,31.0,20,1947.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,16.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,West Ham United,2024,
9,Edson Álvarez,mx MEX,MF,27-195,25.0,19,1633.0,18.1,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.8,1.1,21.0,75.0,18.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,Matches,West Ham United,2024,
10,Jean-Clair Todibo,fr FRA,DF,25-128,24.0,17,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,9.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,West Ham United,2024,
11,Carlos Soler,es ESP,"MF,FW",28-125,29.0,14,1358.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.2,2.9,16.0,52.0,33.0,0.07,0.07,0.13,0.07,0.13,0.11,0.08,0.19,0.11,0.19,Matches,West Ham United,2024,
12,Guido Rodríguez,ar ARG,MF,31-025,20.0,14,1018.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,2.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,West Ham United,2024,
13,Łukasz Fabiański,pl POL,GK,40-019,13.0,12,1070.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,
14,Michail Antonio,jm JAM,FW,35-040,14.0,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,West Ham United,2024,
15,Vladimír Coufal,cz CZE,DF,32-258,19.0,9,876.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,15.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,West Ham United,2024,
16,James Ward-Prowse,eng ENG,MF,30-187,12.0,9,813.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.3,1.9,9.0,47.0,4.0,0.0,0.11,0.11,0.0,0.11,0.07,0.14,0.21,0.07,0.21,Matches,West Ham United,2024,
17,Aaron Cresswell,eng ENG,DF,35-143,15.0,8,676.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.3,4.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.17,0.01,0.17,Matches,West Ham United,2024,
18,Crysencio Summerville,nl NED,"FW,MF",23-189,19.0,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,West Ham United,2024,
19,Oliver Scarles,eng ENG,DF,19-146,14.0,6,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,11.0,21.0,39.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,West Ham United,2024,
20,Niclas Füllkrug,de GER,FW,32-087,15.0,5,668.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.9,3.9,6.0,11.0,25.0,0.4,0.27,0.67,0.4,0.67,0.27,0.25,0.52,0.27,0.52,Matches,West Ham United,2024,
21,Danny Ings,eng ENG,"FW,MF",32-288,15.0,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,West Ham United,2024,
22,Andy Irving,sct SCO,MF,24-359,10.0,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,West Ham United,2024,
23,Evan Ferguson,ie IRL,FW,20-200,8.0,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,Matches,West Ham United,2024,
24,Luis Guilherme,br BRA,"MF,FW",19-087,11.0,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24,Matches,West Ham United,2024,
25,Lewis Orford,eng ENG,MF,19-078,2.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,West Ham United,2024,
26,Kaelan Casey,eng ENG,DF,20-191,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,
27,Wes Foderingham,eng ENG,GK,34-113,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,2024,
28,Ezra Mayers,bb BRB,DF,18-111,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,2024,
0,Rayan Aït-Nouri,dz ALG,DF,23-335,,34,2865.0,31.8,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,4.7,7.3,79.0,100.0,158.0,0.13,0.22,0.35,0.13,0.35,0.08,0.15,0.23,0.08,0.23,Matches,Wolverhampton Wanderers,2024,34.0
1,João Gomes,br BRA,MF,24-084,,33,2781.0,30.9,3.0,1.0,4.0,3.0,0.0,0.0,10.0,1.0,2.7,2.7,1.2,3.9,53.0,148.0,68.0,0.1,0.03,0.13,0.1,0.13,0.09,0.04,0.13,0.09,0.13,Matches,Wolverhampton Wanderers,2024,33.0
2,Nélson Semedo,pt POR,DF,31-172,,30,2661.0,29.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,2.7,3.5,61.0,70.0,109.0,0.0,0.14,0.14,0.0,0.14,0.03,0.09,0.12,0.03,0.12,Matches,Wolverhampton Wanderers,2024,31.0
3,Jørgen Strand Larsen,no NOR,FW,25-090,,29,2463.0,27.4,13.0,2.0,15.0,13.0,0.0,0.0,4.0,0.0,10.0,10.0,2.4,12.4,16.0,28.0,106.0,0.48,0.07,0.55,0.48,0.55,0.37,0.09,0.45,0.37,0.45,Matches,Wolverhampton Wanderers,2024,32.0
4,André,br BRA,MF,23-295,,28,2249.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.7,1.1,8.0,95.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Wolverhampton Wanderers,2024,30.0
5,José Sá,pt POR,GK,32-110,,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton Wanderers,2024,27.0
6,Matheus Cunha,br BRA,"MF,FW",25-345,,27,2425.0,26.9,15.0,6.0,21.0,15.0,0.0,0.0,3.0,0.0,7.9,7.9,7.3,15.2,104.0,131.0,147.0,0.56,0.22,0.78,0.56,0.78,0.29,0.27,0.57,0.29,0.57,Matches,Wolverhampton Wanderers,2024,30.0
7,Toti Gomes,pt POR,DF,26-111,,27,2344.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.9,1.7,21.0,67.0,15.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Matches,Wolverhampton Wanderers,2024,28.0
8,Matt Doherty,ie IRL,DF,33-111,,23,1965.0,21.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.5,29.0,76.0,40.0,0.09,0.05,0.14,0.09,0.14,0.05,0.07,0.12,0.05,0.12,Matches,Wolverhampton Wanderers,2024,28.0
9,Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-314,,19,1551.0,17.2,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,3.6,4.9,49.0,39.0,83.0,0.12,0.35,0.46,0.12,0.46,0.08,0.21,0.28,0.08,0.28,Matches,Wolverhampton Wanderers,2024,32.0
