,Player,Nation,Pos,Age,90s,sca_SCA,sca_SCA90,sca_types_PassLive,sca_types_PassDead,sca_types_TO,sca_types_Sh,sca_types_Fld,sca_types_Def,gca_GCA,gca_GCA90,gca_types_PassLive,gca_types_PassDead,gca_types_TO,gca_types_Sh,gca_types_Fld,gca_types_Def,Matches,Team,Season
346,Alberto Marí,es ESP,FW,23-302,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
347,David Soria,es ESP,GK,32-035,34.0,7,0.21,4,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
348,Omar Alderete,py PAR,DF,28-134,30.4,34,1.12,27,1,1,3,1,1,4,0.13,2,0,0,1,1,0,Matches,Getafe,2024
349,Djené,tg TOG,"DF,MF",33-129,27.3,21,0.77,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches,Getafe,2024
350,Luis Milla,es ESP,MF,30-214,28.9,125,4.32,71,40,4,4,5,1,6,0.21,3,3,0,0,0,0,Matches,Getafe,2024
351,Iglesias,es ESP,DF,26-310,28.3,53,1.87,28,13,4,2,5,1,4,0.14,1,1,0,1,0,1,Matches,Getafe,2024
352,Diego Rico,es ESP,DF,32-075,27.3,66,2.42,41,20,1,2,2,0,8,0.29,2,3,1,1,1,0,Matches,Getafe,2024
353,Mauro Arambarri,uy URU,MF,29-221,26.9,52,1.93,32,0,3,6,9,2,3,0.11,1,0,0,2,0,0,Matches,Getafe,2024
354,Chrisantus Uche,ng NGA,"FW,MF",21-355,24.8,73,2.95,48,0,7,2,15,1,9,0.36,7,0,0,0,2,0,Matches,Getafe,2024
355,Domingos Duarte,pt POR,DF,30-060,17.0,8,0.47,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
356,Carles Pérez,es ESP,"MF,FW",27-082,15.9,40,2.52,26,1,6,2,3,2,1,0.06,0,0,0,0,0,1,Matches,Getafe,2024
357,Bertuğ Yıldırım,tr TUR,FW,22-301,11.6,21,1.81,13,0,1,2,4,1,1,0.09,0,0,0,0,1,0,Matches,Getafe,2024
358,Alex Sola,es ESP,"MF,FW",25-334,11.4,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0,Matches,Getafe,2024
359,Ramón Terrats,es ESP,"MF,FW",24-203,10.1,24,2.37,16,4,1,1,2,0,1,0.1,1,0,0,0,0,0,Matches,Getafe,2024
360,Coba da Costa,es ESP,"MF,FW",22-287,9.9,32,3.24,24,0,5,2,0,1,4,0.41,3,0,0,1,0,0,Matches,Getafe,2024
361,Juan Berrocal,es ESP,DF,26-005,10.6,5,0.47,3,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
362,Allan Nyom,cm CMR,"DF,MF",36-364,7.7,10,1.31,6,0,0,1,2,1,2,0.26,1,0,0,1,0,0,Matches,Getafe,2024
363,Juanmi,es ESP,"FW,MF",31-354,7.4,9,1.22,7,0,1,0,0,1,1,0.14,1,0,0,0,0,0,Matches,Getafe,2024
364,Juan Bernat,es ESP,"MF,DF",32-069,7.0,8,1.14,8,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches,Getafe,2024
365,Álvaro Rodríguez,uy URU,FW,20-299,7.9,11,1.4,7,0,2,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
366,Carles Aleñá,es ESP,"MF,FW",27-124,5.0,8,1.6,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
367,Borja Mayoral,es ESP,FW,28-034,9.3,15,1.61,13,0,1,1,0,0,2,0.21,1,0,0,1,0,0,Matches,Getafe,2024
368,Jesús Santiago,es ESP,MF,20-349,3.6,4,1.12,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
369,Nabil Aberdin,fr FRA,MF,22-259,2.9,3,1.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
370,Peter González,do DOM,"MF,FW",22-288,4.4,12,2.71,6,1,0,3,1,1,1,0.23,1,0,0,0,0,0,Matches,Getafe,2024
371,Abdoulaye Keita,es ESP,"FW,MF",22-250,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
372,Alberto Risco,es ESP,"MF,FW",19-252,0.8,6,7.71,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
373,John Joe,ie IRL,"MF,FW",21-197,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
374,Gorka Rivera Alonso,es ESP,"DF,MF",20-281,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
375,Ismael Bekhoucha,ma MAR,"DF,MF",20-170,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
376,David Argüelles,es ESP,MF,23-128,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,2024
377,Joan García,es ESP,GK,24-005,34.0,8,0.24,4,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,Espanyol,2024
378,Omar El Hilali,ma MAR,DF,21-239,32.1,25,0.78,21,1,1,1,1,0,3,0.09,3,0,0,0,0,0,Matches,Espanyol,2024
379,Marash Kumbulla,al ALB,DF,25-090,30.0,12,0.4,9,0,1,1,1,0,2,0.07,1,0,1,0,0,0,Matches,Espanyol,2024
380,Javi Puado,es ESP,"FW,MF",26-349,29.5,52,1.76,41,0,2,5,4,0,6,0.2,5,0,0,0,1,0,Matches,Espanyol,2024
381,Leandro Cabrera,uy URU,DF,33-326,29.0,20,0.69,16,0,0,2,1,1,7,0.24,4,0,0,2,1,0,Matches,Espanyol,2024
382,Alex Král,cz CZE,MF,26-355,29.2,42,1.44,31,1,2,2,4,2,1,0.03,1,0,0,0,0,0,Matches,Espanyol,2024
383,Carlos Romero,es ESP,DF,23-192,24.4,48,1.97,32,12,3,0,1,0,4,0.16,2,1,0,0,1,0,Matches,Espanyol,2024
384,Jofre,es ESP,"MF,FW",23-326,22.4,54,2.42,36,0,6,5,7,0,5,0.22,4,0,0,0,1,0,Matches,Espanyol,2024
385,Pol Lozano,es ESP,MF,25-215,19.8,40,2.0,32,6,0,0,0,2,2,0.1,2,0,0,0,0,0,Matches,Espanyol,2024
386,Roberto Férnandez,es ESP,FW,22-310,13.1,19,1.45,11,0,2,1,4,1,3,0.23,0,0,0,0,2,1,Matches,Espanyol,2024
387,Álvaro Tejero,es ESP,"MF,DF",28-293,13.2,48,3.65,25,19,1,1,1,1,8,0.61,4,2,1,1,0,0,Matches,Espanyol,2024
388,Urko González,es ESP,MF,24-050,11.5,13,1.13,11,0,2,0,0,0,3,0.26,3,0,0,0,0,0,Matches,Espanyol,2024
389,Brian Oliván,es ESP,DF,31-038,11.3,24,2.09,16,8,0,0,0,0,1,0.09,0,1,0,0,0,0,Matches,Espanyol,2024
390,Antoniu,es ESP,"MF,FW",22-246,9.8,22,2.24,10,0,6,0,4,2,1,0.1,1,0,0,0,0,0,Matches,Espanyol,2024
391,Alejo Véliz,ar ARG,FW,21-232,11.2,11,0.96,5,0,0,2,4,0,2,0.18,1,0,0,0,1,0,Matches,Espanyol,2024
392,Edu Expósito,es ESP,MF,28-281,8.0,29,3.65,11,11,2,2,3,0,2,0.25,0,2,0,0,0,0,Matches,Espanyol,2024
393,José Gragera,es ESP,MF,24-160,6.3,7,1.11,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0,Matches,Espanyol,2024
394,Sergi Gómez,es ESP,DF,33-042,7.2,4,0.55,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,2024
395,Walid Cheddira,ma MAR,FW,27-107,6.8,18,2.65,10,0,2,2,4,0,4,0.59,1,0,1,0,2,0,Matches,Espanyol,2024
396,Irvin Cardona,fr FRA,"FW,MF",27-274,6.7,20,2.97,16,1,0,2,1,0,3,0.45,2,0,0,1,0,0,Matches,Espanyol,2024
397,Álvaro Aguado,es ESP,MF,29-008,4.8,15,3.13,13,1,0,1,0,0,1,0.21,1,0,0,0,0,0,Matches,Espanyol,2024
398,Fernando Calero,es ESP,"DF,MF",29-237,5.3,5,0.94,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Espanyol,2024
399,Justin Smith,ca CAN,MF,22-094,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches,Espanyol,2024
400,Rafael Bauza,es ESP,MF,20-099,2.0,1,0.49,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,2024
401,Pere Milla,es ESP,"MF,FW",32-228,3.5,7,2.0,6,0,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches,Espanyol,2024
402,Naci Ünüvar,nl NED,"MF,DF",21-330,0.3,2,5.63,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,2024
403,Roger Hinojo,es ESP,DF,20-077,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,2024
404,Paulo Gazzaniga,ar ARG,GK,33-127,33.5,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
405,Miguel Gutiérrez,es ESP,"DF,MF",23-286,27.3,74,2.71,55,13,1,3,1,1,8,0.29,6,1,0,1,0,0,Matches,Girona,2024
406,Daley Blind,nl NED,DF,35-061,26.9,44,1.64,40,2,0,0,0,2,7,0.26,6,0,0,0,0,1,Matches,Girona,2024
407,Arnau Martinez,es ESP,"DF,MF",22-014,25.7,52,2.03,42,2,3,2,2,1,5,0.19,5,0,0,0,0,0,Matches,Girona,2024
408,David López,es ESP,DF,35-212,25.0,22,0.88,18,0,0,4,0,0,2,0.08,0,0,0,2,0,0,Matches,Girona,2024
409,Ladislav Krejčí,cz CZE,DF,26-019,24.1,29,1.2,25,1,0,2,1,0,4,0.17,2,0,0,1,1,0,Matches,Girona,2024
410,Yangel Herrera,ve VEN,MF,27-115,22.3,47,2.1,35,2,1,3,4,2,5,0.22,5,0,0,0,0,0,Matches,Girona,2024
411,Iván Martín,es ESP,MF,26-084,20.4,52,2.55,49,0,0,2,1,0,4,0.2,3,0,0,1,0,0,Matches,Girona,2024
412,Bryan Gil,es ESP,"FW,MF",24-087,19.1,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0,Matches,Girona,2024
413,Viktor Tsyhankov,ua UKR,"FW,MF",27-175,17.6,54,3.07,29,21,1,0,2,1,7,0.4,3,3,0,0,1,0,Matches,Girona,2024
414,Donny van de Beek,nl NED,MF,28-021,15.8,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0,Matches,Girona,2024
415,Oriol Romeu,es ESP,MF,33-227,13.8,19,1.38,19,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,Girona,2024
416,Abel Ruiz,es ESP,FW,25-101,13.6,13,0.95,9,0,0,3,1,0,1,0.07,0,0,0,1,0,0,Matches,Girona,2024
417,Arnaut Danjuma,nl NED,"FW,MF",28-098,14.6,39,2.68,25,6,5,2,1,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
418,Yaser Asprilla,co COL,"FW,MF",21-171,12.6,53,4.22,40,5,6,1,1,0,6,0.48,4,2,0,0,0,0,Matches,Girona,2024
419,Bojan Miovski,mk MKD,FW,25-319,9.5,9,0.95,3,0,1,2,2,1,4,0.42,2,0,0,1,1,0,Matches,Girona,2024
420,Alejandro Francés,es ESP,DF,22-281,10.6,13,1.22,12,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches,Girona,2024
421,Arthur Melo,br BRA,MF,28-270,7.3,8,1.09,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
422,Juanpe,es ESP,DF,34-009,6.8,2,0.3,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
423,Cristhian Stuani,uy URU,FW,38-209,9.2,13,1.41,9,0,1,3,0,0,3,0.33,2,0,0,1,0,0,Matches,Girona,2024
424,Portu,es ESP,"FW,MF",32-353,6.2,22,3.53,17,1,3,1,0,0,4,0.64,3,0,1,0,0,0,Matches,Girona,2024
425,Jhon Solis,co COL,MF,20-218,5.2,6,1.14,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
426,Silvi Clúa,es ESP,MF,20-100,1.8,2,1.1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
427,Gabriel Osei Misehouy,nl NED,"FW,MF",19-295,2.9,6,2.1,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
428,Iker Almena,es ESP,"FW,DF",21-005,0.5,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0,Matches,Girona,2024
429,Papa Ba,es ESP,MF,20-239,0.5,2,3.75,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
430,Pau López,es ESP,GK,30-147,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
431,Kim Minsu,kr KOR,"MF,FW",19-110,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
432,Ferrán Ruiz,es ESP,MF,22-013,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,2024
433,Dodi Lukebakio,be BEL,FW,27-227,31.4,113,3.6,61,18,21,5,7,1,8,0.26,6,0,2,0,0,0,Matches,Sevilla,2024
434,Carmona,es ESP,DF,23-100,30.0,51,1.7,35,6,3,2,3,2,1,0.03,1,0,0,0,0,0,Matches,Sevilla,2024
435,Loïc Bade,fr FRA,DF,25-028,28.2,23,0.81,20,0,1,2,0,0,2,0.07,2,0,0,0,0,0,Matches,Sevilla,2024
436,Ørjan Nyland,no NOR,GK,34-241,26.7,11,0.41,10,1,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches,Sevilla,2024
437,Isaac Romero,es ESP,FW,24-356,23.4,38,1.62,26,1,5,2,4,0,6,0.26,4,0,1,1,0,0,Matches,Sevilla,2024
438,Adrià Pedrosa,es ESP,DF,26-361,23.5,39,1.66,27,6,3,2,1,0,3,0.13,3,0,0,0,0,0,Matches,Sevilla,2024
439,Nemanja Gudelj,rs SRB,"MF,DF",33-174,24.3,30,1.23,15,11,1,0,1,2,2,0.08,0,2,0,0,0,0,Matches,Sevilla,2024
440,Kike Salas,es ESP,DF,23-016,21.4,16,0.75,13,0,0,3,0,0,4,0.19,4,0,0,0,0,0,Matches,Sevilla,2024
441,Djibril Sow,ch SUI,MF,28-092,20.7,57,2.76,52,0,0,1,2,2,3,0.15,3,0,0,0,0,0,Matches,Sevilla,2024
442,Lucien Agoume,fr FRA,MF,23-089,19.5,47,2.41,44,0,1,1,0,1,4,0.21,3,0,0,1,0,0,Matches,Sevilla,2024
443,Saúl Ñíguez,es ESP,MF,30-169,16.2,47,2.91,36,0,0,7,1,3,8,0.5,7,0,0,1,0,0,Matches,Sevilla,2024
444,Albert Sambi Lokonga,be BEL,MF,25-199,15.6,33,2.12,31,0,0,1,0,1,3,0.19,3,0,0,0,0,0,Matches,Sevilla,2024
445,Juanlu Sánchez,es ESP,"MF,DF",21-267,15.5,33,2.13,30,0,1,2,0,0,4,0.26,4,0,0,0,0,0,Matches,Sevilla,2024
446,Peque,es ESP,"MF,FW",22-217,11.4,29,2.54,21,0,0,5,3,0,2,0.18,2,0,0,0,0,0,Matches,Sevilla,2024
447,Chidera Ejuke,ng NGA,FW,27-127,10.6,39,3.67,23,5,8,0,3,0,2,0.19,2,0,0,0,0,0,Matches,Sevilla,2024
448,Ruben Vargas,ch SUI,"FW,MF",26-277,7.5,31,4.16,16,5,4,5,1,0,3,0.4,3,0,0,0,0,0,Matches,Sevilla,2024
449,Álvaro Fernández,es ESP,GK,27-026,7.3,2,0.27,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
450,Tanguy Nianzou,fr FRA,DF,22-336,5.8,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
451,Marcão,br BRA,DF,28-338,5.1,2,0.39,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
452,Kelechi Iheanacho,ng NGA,FW,28-218,4.4,12,2.7,8,0,1,3,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
453,Jesús Navas,es ESP,"FW,MF",39-169,4.7,15,3.18,13,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
454,Valentín Barco,ar ARG,"DF,FW",20-290,3.2,10,3.12,5,4,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
455,Stanis Idumbo,be BEL,"FW,MF",19-314,3.2,7,2.21,7,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches,Sevilla,2024
456,Lucas Ocampos,ar ARG,FW,30-302,1.9,7,3.6,7,0,0,0,0,0,2,1.03,2,0,0,0,0,0,Matches,Sevilla,2024
457,Suso,es ESP,"FW,MF",31-171,3.5,29,8.29,14,7,5,2,1,0,2,0.57,1,1,0,0,0,0,Matches,Sevilla,2024
458,Álvaro Pascual,es ESP,FW,23-128,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
459,Akor Adams,ng NGA,FW,25-100,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
460,Manu Bueno,es ESP,"MF,FW",20-286,1.3,1,0.79,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
461,Gonzalo Montiel,ar ARG,"DF,MF",28-128,1.3,2,1.59,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
462,Ramón Martínez,es ESP,DF,22-199,1.1,2,1.87,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
463,Diego Iturralde,es ESP,FW,22-023,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
464,Israel Domínguez,es ESP,FW,22-002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
465,Leandro Antonetti,pr PUR,FW,22-116,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
466,Mateo Mejía,es ESP,FW,22-039,0.1,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
467,Darío Fuentes,es ESP,DF,22-117,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Sevilla,2024
468,Carlos Vicente,es ESP,"FW,MF",26-016,30.4,94,3.1,45,34,3,5,5,2,8,0.26,5,1,1,1,0,0,Matches,Alaves,2024
469,Nahuel Tenaglia,ar ARG,DF,29-077,29.3,46,1.57,26,9,2,2,6,1,2,0.07,1,0,0,0,1,0,Matches,Alaves,2024
470,Abdel Abqar,ma MAR,DF,26-060,27.4,25,0.91,20,0,0,2,1,2,3,0.11,2,0,0,0,1,0,Matches,Alaves,2024
471,Antonio Sivera,es ESP,GK,28-271,27.2,10,0.37,5,5,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
472,Antonio Blanco,es ESP,MF,24-290,26.6,41,1.54,35,3,0,1,1,1,1,0.04,1,0,0,0,0,0,Matches,Alaves,2024
473,Kiké,es ESP,FW,35-165,25.6,35,1.37,28,0,0,2,5,0,4,0.16,3,0,0,0,1,0,Matches,Alaves,2024
474,Manu Sánchez,es ESP,DF,24-258,25.5,34,1.33,23,4,0,5,2,0,2,0.08,1,0,0,1,0,0,Matches,Alaves,2024
475,Jon Guridi,es ESP,"MF,FW",30-070,20.0,40,2.0,29,3,2,3,1,2,8,0.4,5,0,2,1,0,0,Matches,Alaves,2024
476,Moussa Diarra,ml MLI,DF,24-180,19.7,18,0.91,14,0,0,0,4,0,4,0.2,2,0,0,0,2,0,Matches,Alaves,2024
477,Ander Guevara,es ESP,MF,27-306,18.6,35,1.88,33,1,1,0,0,0,5,0.27,5,0,0,0,0,0,Matches,Alaves,2024
478,Santiago Mouriño,uy URU,DF,23-085,17.5,9,0.51,8,0,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches,Alaves,2024
479,Carlos Martín,es ESP,"FW,MF",23-017,14.5,28,1.93,19,0,3,4,2,0,3,0.21,1,0,0,2,0,0,Matches,Alaves,2024
480,Joan Jordán,es ESP,MF,30-307,15.1,52,3.43,31,18,0,1,2,0,3,0.2,2,1,0,0,0,0,Matches,Alaves,2024
481,Tomás Conechny,ar ARG,"FW,MF",27-040,8.8,13,1.47,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
482,Carles Aleñá,es ESP,"MF,FW",27-124,8.5,33,3.91,20,5,2,3,3,0,3,0.36,2,1,0,0,0,0,Matches,Alaves,2024
483,Toni Martínez,es ESP,"FW,MF",27-313,10.1,26,2.56,16,0,4,2,2,2,1,0.1,0,0,0,1,0,0,Matches,Alaves,2024
484,Stoichkov,es ESP,"MF,FW",31-185,7.8,28,3.6,17,0,2,3,4,2,2,0.26,1,0,0,1,0,0,Matches,Alaves,2024
485,Aleksandar Sedlar,rs SRB,DF,33-147,5.7,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
486,Jesús Owono,gq EQG,GK,24-069,5.4,1,0.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
487,Pica,es ESP,DF,23-128,5.4,2,0.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
488,Carlos Benavídez,uy URU,MF,27-040,4.4,10,2.3,8,0,1,0,0,1,3,0.69,3,0,0,0,0,0,Matches,Alaves,2024
489,Abderrahman Rebbach,dz ALG,"FW,MF",26-271,4.3,10,2.34,7,0,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
490,Facundo Garcés,ar ARG,DF,25-246,3.5,1,0.28,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
491,Asier Villalibre,es ESP,FW,27-221,3.5,7,2.01,4,0,0,1,2,0,1,0.29,1,0,0,0,0,0,Matches,Alaves,2024
492,Hugo Novoa,es ESP,"DF,MF",22-128,2.6,6,2.28,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
493,Luka Romero,ar ARG,"FW,MF",20-172,2.2,8,3.62,4,1,1,0,1,1,1,0.45,1,0,0,0,0,0,Matches,Alaves,2024
494,Pau Cabanes,es ESP,"MF,FW",20-081,2.0,6,2.93,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
495,Adrian Rodriguez,es ESP,GK,24-148,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
496,Luis Rioja,es ESP,FW,31-205,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Alaves,2024
497,Alberto Moleiro,es ESP,"FW,MF",21-221,27.4,93,3.4,68,0,14,5,5,1,6,0.22,3,0,1,1,1,0,Matches,Las Palmas,2024
498,Álex Suárez,es ESP,DF,32-052,25.8,14,0.54,12,0,0,2,0,0,2,0.08,2,0,0,0,0,0,Matches,Las Palmas,2024
499,Javier Muñoz,es ESP,"MF,DF",30-070,27.8,57,2.05,43,4,5,0,3,2,8,0.29,7,1,0,0,0,0,Matches,Las Palmas,2024
500,Jasper Cillessen,nl NED,GK,36-017,25.9,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
501,Scott McKenna,sct SCO,DF,28-178,25.4,11,0.43,8,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
502,Mika Mármol,es ESP,DF,23-312,23.7,33,1.4,28,4,0,1,0,0,4,0.17,4,0,0,0,0,0,Matches,Las Palmas,2024
503,Sandro Ramírez,es ESP,"FW,MF",29-304,21.4,55,2.58,28,18,0,2,7,0,6,0.28,3,1,0,0,2,0,Matches,Las Palmas,2024
504,Fábio Silva,pt POR,FW,22-294,20.7,43,2.08,30,0,4,3,5,1,5,0.24,3,0,1,1,0,0,Matches,Las Palmas,2024
505,Dario Essugo,pt POR,MF,20-056,18.9,33,1.75,22,0,3,3,3,2,1,0.05,1,0,0,0,0,0,Matches,Las Palmas,2024
506,Kirian Rodríguez,es ESP,MF,29-065,19.5,49,2.51,43,2,1,0,2,1,7,0.36,7,0,0,0,0,0,Matches,Las Palmas,2024
507,Viti,es ESP,DF,27-235,19.5,28,1.43,22,3,2,0,1,0,3,0.15,3,0,0,0,0,0,Matches,Las Palmas,2024
508,Oliver McBurnie,sct SCO,FW,28-339,17.4,38,2.18,30,0,2,4,2,0,6,0.34,6,0,0,0,0,0,Matches,Las Palmas,2024
509,Álex Muñoz,es ESP,DF,30-283,15.2,14,0.92,12,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
510,José Campaña,es ESP,MF,31-343,12.2,34,2.78,30,4,0,0,0,0,4,0.33,4,0,0,0,0,0,Matches,Las Palmas,2024
511,Juan Herzog,es ESP,DF,21-361,10.7,2,0.19,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
512,Stefan Bajcetic,es ESP,"MF,DF",20-199,9.3,12,1.29,10,0,0,1,1,0,1,0.11,0,0,0,1,0,0,Matches,Las Palmas,2024
513,Marvin,es ESP,"DF,FW",24-310,9.1,13,1.44,11,1,0,1,0,0,2,0.22,2,0,0,0,0,0,Matches,Las Palmas,2024
514,Dinko Horkaš,hr CRO,GK,26-060,8.1,1,0.12,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
515,Manuel Fuster,es ESP,"FW,MF",27-199,8.8,44,4.99,37,4,1,0,1,1,6,0.68,5,0,0,0,0,1,Matches,Las Palmas,2024
516,Enzo Loiodice,fr FRA,MF,24-163,5.6,8,1.43,4,3,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
517,Jaime Mata,es ESP,FW,36-197,5.9,13,2.2,9,0,1,2,1,0,1,0.17,1,0,0,0,0,0,Matches,Las Palmas,2024
518,Adnan Januzaj,be BEL,"MF,FW",30-093,4.5,29,6.44,16,6,0,3,4,0,5,1.11,2,0,0,2,1,0,Matches,Las Palmas,2024
519,Andy Pelmard,fr FRA,DF,25-058,2.3,3,1.32,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
520,Benito Ramírez,es ESP,"DF,MF",29-302,4.3,21,4.9,18,1,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
521,Daley Sinkgraven,nl NED,DF,29-309,1.0,2,1.98,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
522,Marc Cardona,es ESP,"FW,DF",29-305,1.2,4,3.24,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
523,Fabio González,es ESP,MF,28-086,0.6,2,3.4,2,0,0,0,0,0,1,1.7,1,0,0,0,0,0,Matches,Las Palmas,2024
524,Pejiño,es ESP,FW,28-284,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
525,Valentín Pezzolesi,es ESP,DF,18-023,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
