,Player,Nation,Pos,Age,90s,sca_SCA,sca_SCA90,sca_types_PassLive,sca_types_PassDead,sca_types_TO,sca_types_Sh,sca_types_Fld,sca_types_Def,gca_GCA,gca_GCA90,gca_types_PassLive,gca_types_PassDead,gca_types_TO,gca_types_Sh,gca_types_Fld,gca_types_Def,Matches,Team,Season
170,Ramón Terrats,es ESP,"MF,FW",24-203,1.5,4,2.73,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Villarreal,2024
171,Pau Cabanes,es ESP,"MF,FW",20-081,1.8,12,6.63,8,0,1,0,3,0,2,1.1,1,0,0,0,1,0,Matches,Villarreal,2024
172,Arnau Solà,es ESP,MF,22-035,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Villarreal,2024
173,Thiago Ojeda,ar ARG,MF,22-117,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Villarreal,2024
174,Karl Etta,cm CMR,MF,21-207,0.0,1,30.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Villarreal,2024
175,Vicente Guaita,es ESP,GK,38-119,30.0,3,0.1,1,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,Celta Vigo,2024
176,Óscar Mingueza,es ESP,"MF,DF",25-361,26.6,83,3.12,67,6,2,4,2,2,14,0.53,10,1,2,0,1,0,Matches,Celta Vigo,2024
177,Marcos Alonso,es ESP,DF,34-132,27.0,34,1.26,30,2,0,1,0,1,5,0.19,5,0,0,0,0,0,Matches,Celta Vigo,2024
178,Carl Starfelt,se SWE,DF,29-342,25.2,18,0.71,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches,Celta Vigo,2024
179,Fran Beltrán,es ESP,MF,26-095,23.4,37,1.58,33,0,1,3,0,0,2,0.09,2,0,0,0,0,0,Matches,Celta Vigo,2024
180,Javi Rodríguez,es ESP,DF,21-317,24.4,29,1.19,24,0,1,1,3,0,3,0.12,3,0,0,0,0,0,Matches,Celta Vigo,2024
181,Borja Iglesias,es ESP,FW,32-112,19.9,33,1.66,22,1,0,5,5,0,7,0.35,3,0,0,1,3,0,Matches,Celta Vigo,2024
182,Ilaix Moriba,gn GUI,MF,22-110,19.7,49,2.49,36,0,1,5,3,4,5,0.25,3,0,0,1,1,0,Matches,Celta Vigo,2024
183,Iago Aspas,es ESP,"FW,MF",37-281,17.7,68,3.84,60,1,2,3,2,0,12,0.68,10,0,0,1,1,0,Matches,Celta Vigo,2024
184,Sergio Carreira,es ESP,"MF,DF",24-208,16.4,35,2.13,31,1,3,0,0,0,4,0.24,4,0,0,0,0,0,Matches,Celta Vigo,2024
185,Hugo Álvarez,es ESP,"MF,DF",21-311,16.4,43,2.62,35,0,5,3,0,0,8,0.49,6,0,2,0,0,0,Matches,Celta Vigo,2024
186,Hugo Sotelo,es ESP,MF,21-141,13.9,40,2.88,27,12,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
187,Pablo Durán,es ESP,"FW,MF",23-349,13.1,26,1.99,21,0,2,2,1,0,4,0.31,3,0,0,1,0,0,Matches,Celta Vigo,2024
188,Williot Swedberg,se SWE,"FW,MF",21-097,13.0,28,2.15,20,0,2,5,1,0,5,0.38,4,0,1,0,0,0,Matches,Celta Vigo,2024
189,Alfon,es ESP,"FW,MF",26-005,13.5,54,4.01,28,0,12,8,6,0,5,0.37,3,0,0,1,1,0,Matches,Celta Vigo,2024
190,Carlos Dominguez,es ESP,DF,24-087,10.0,5,0.5,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
191,Jonathan Bamba,ci CIV,"FW,MF",29-044,9.0,28,3.11,24,0,2,2,0,0,4,0.44,4,0,0,0,0,0,Matches,Celta Vigo,2024
192,Damián Rodríguez,es ESP,MF,22-053,9.8,23,2.34,15,8,0,0,0,0,2,0.2,2,0,0,0,0,0,Matches,Celta Vigo,2024
193,Javier Manquillo,es ESP,DF,31-004,5.7,1,0.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
194,Anastasios Douvikas,gr GRE,FW,25-280,7.8,11,1.41,5,0,2,1,3,0,1,0.13,1,0,0,0,0,0,Matches,Celta Vigo,2024
195,Jailson Siqueira,br BRA,"DF,MF",29-244,6.8,8,1.17,5,0,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
196,Fer López,,"FW,MF",,5.9,22,3.72,20,0,0,2,0,0,3,0.51,2,0,0,1,0,0,Matches,Celta Vigo,2024
197,Yoel Lago,es ESP,DF,21-045,4.3,1,0.23,1,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches,Celta Vigo,2024
198,Iván Villar,es ESP,GK,27-304,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
199,Iker Losada,es ESP,"FW,MF",23-281,3.8,8,2.11,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
200,Franco Cervi,ar ARG,"FW,MF",30-348,2.9,5,1.74,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
201,Mihailo Ristić,rs SRB,"MF,DF",29-190,2.7,4,1.46,2,2,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches,Celta Vigo,2024
202,Luca de la Torre,us USA,MF,26-351,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
203,Joseph Aidoo,gh GHA,DF,29-222,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
204,Tadeo Allende,ar ARG,FW,26-078,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta Vigo,2024
205,Florian Lejeune,fr FRA,DF,33-354,32.9,30,0.91,23,0,1,6,0,0,3,0.09,2,0,0,1,0,0,Matches,Rayo Vallecano,2024
206,Andrei Ratiu,ro ROU,DF,26-323,30.2,80,2.65,59,4,8,6,1,2,5,0.17,3,0,0,2,0,0,Matches,Rayo Vallecano,2024
207,Augusto Batalla,ar ARG,GK,29-009,28.0,6,0.21,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
208,Jorge de Frutos,es ESP,"FW,MF",28-078,24.7,55,2.23,45,0,5,1,3,1,7,0.28,5,0,2,0,0,0,Matches,Rayo Vallecano,2024
209,Pep Chavarría,es ESP,"DF,FW",27-029,25.4,51,2.01,42,4,1,3,1,0,2,0.08,2,0,0,0,0,0,Matches,Rayo Vallecano,2024
210,Álvaro García,es ESP,"FW,MF",32-194,25.2,93,3.69,74,0,2,10,5,2,6,0.24,6,0,0,0,0,0,Matches,Rayo Vallecano,2024
211,Abdul Mumin,gh GHA,DF,26-337,22.4,11,0.49,10,0,0,0,1,0,3,0.13,3,0,0,0,0,0,Matches,Rayo Vallecano,2024
212,Pathé Ciss,sn SEN,"MF,DF",31-054,21.0,41,1.95,31,3,2,2,1,2,2,0.1,1,0,0,1,0,0,Matches,Rayo Vallecano,2024
213,Isaac Palazón Camacho,es ESP,"MF,FW",30-133,20.0,86,4.29,51,18,5,4,8,0,5,0.25,2,3,0,0,0,0,Matches,Rayo Vallecano,2024
214,Unai López,es ESP,MF,29-191,16.8,43,2.56,37,5,0,0,0,1,2,0.12,1,1,0,0,0,0,Matches,Rayo Vallecano,2024
215,Óscar Valentín,es ESP,MF,30-262,18.6,41,2.2,37,0,1,0,3,0,3,0.16,3,0,0,0,0,0,Matches,Rayo Vallecano,2024
216,Adri Embarba,es ESP,"FW,MF",33-002,16.5,42,2.54,24,10,1,1,6,0,1,0.06,1,0,0,0,0,0,Matches,Rayo Vallecano,2024
217,Randy Nteka,ao ANG,FW,27-154,12.5,21,1.67,12,1,1,4,3,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
218,Sergio Camello,es ESP,FW,24-088,12.6,38,3.02,27,0,7,2,1,1,5,0.4,2,0,2,0,0,1,Matches,Rayo Vallecano,2024
219,Pedro Díaz,es ESP,MF,26-338,11.5,37,3.22,22,7,4,4,0,0,4,0.35,1,0,2,1,0,0,Matches,Rayo Vallecano,2024
220,Iván Balliu,al ALB,DF,33-128,10.0,13,1.31,9,2,0,1,1,0,1,0.1,1,0,0,0,0,0,Matches,Rayo Vallecano,2024
221,Aridane Hernández,es ESP,DF,36-047,8.4,4,0.48,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
222,Alfonso Espino,uy URU,DF,33-124,8.2,9,1.1,4,4,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
223,Gerard Gumbau,es ESP,MF,30-142,8.6,28,3.26,18,9,1,0,0,0,1,0.12,1,0,0,0,0,0,Matches,Rayo Vallecano,2024
224,Cárdenas,es ESP,GK,28-042,6.0,1,0.17,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
225,Óscar Trejo,ar ARG,MF,37-013,5.4,16,2.99,13,0,0,2,1,0,1,0.19,1,0,0,0,0,0,Matches,Rayo Vallecano,2024
226,Sergi Guardiola,es ESP,FW,33-345,4.0,9,2.25,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
227,James Rodríguez,co COL,"MF,FW",33-301,1.6,6,3.86,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
228,Pelayo Fernandez,es ESP,DF,22-010,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
229,Etienne Eto'o,cm CMR,FW,22-264,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
230,Raúl de Tomás,es ESP,"DF,FW",30-204,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Rayo Vallecano,2024
231,Sergio Herrera,es ESP,GK,31-338,33.0,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
232,Jesús Areso,es ESP,DF,25-311,30.2,60,1.98,46,10,2,1,1,0,8,0.26,6,2,0,0,0,0,Matches,Osasuna,2024
233,Catena,es ESP,DF,30-193,30.2,21,0.7,16,3,0,1,1,0,5,0.17,3,0,0,1,1,0,Matches,Osasuna,2024
234,Lucas Torró,es ESP,MF,30-294,29.4,36,1.23,30,0,0,4,1,1,3,0.1,3,0,0,0,0,0,Matches,Osasuna,2024
235,Aimar Oroz,es ESP,"MF,FW",23-163,29.0,75,2.59,62,0,3,6,3,1,6,0.21,5,0,0,1,0,0,Matches,Osasuna,2024
236,Ante Budimir,hr CRO,FW,33-291,29.1,41,1.41,24,0,3,6,8,0,13,0.45,3,0,1,2,7,0,Matches,Osasuna,2024
237,Enzo Boyomo,cm CMR,DF,23-214,29.2,10,0.34,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
238,Rubén García,es ESP,"FW,MF",31-299,24.5,90,3.66,55,27,2,2,4,0,12,0.49,8,1,0,1,2,0,Matches,Osasuna,2024
239,Jon Moncayola,es ESP,MF,26-361,22.9,63,2.75,44,16,0,2,0,1,4,0.17,3,1,0,0,0,0,Matches,Osasuna,2024
240,Abel,es ESP,DF,24-261,22.4,36,1.61,27,2,5,0,1,1,4,0.18,2,0,1,0,0,1,Matches,Osasuna,2024
241,Bryan Zaragoza,es ESP,"FW,MF",24-014,16.9,58,3.44,36,5,11,1,5,0,8,0.47,6,0,1,1,0,0,Matches,Osasuna,2024
242,Jorge Herrando,es ESP,DF,24-070,15.2,13,0.86,10,0,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
243,Juan Cruz Armada,es ESP,DF,32-285,13.0,9,0.69,8,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,Osasuna,2024
244,Pablo Ibáñez,es ESP,MF,26-231,11.4,15,1.31,11,0,1,1,2,0,3,0.26,2,0,0,0,1,0,Matches,Osasuna,2024
245,Moi Gómez,es ESP,"MF,FW",30-320,8.8,19,2.16,16,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
246,Rubén Peña,es ESP,"FW,DF",33-295,7.6,21,2.77,17,1,1,0,2,0,1,0.13,0,0,0,0,1,0,Matches,Osasuna,2024
247,Raúl,es ESP,"FW,MF",24-187,7.7,14,1.82,5,0,3,2,4,0,1,0.13,0,0,1,0,0,0,Matches,Osasuna,2024
248,Iker Muñoz,es ESP,MF,22-185,5.6,11,1.97,7,0,1,2,1,0,1,0.18,0,0,0,1,0,0,Matches,Osasuna,2024
249,Kike Barja,es ESP,"FW,MF",28-038,2.9,15,5.11,7,4,2,0,2,0,1,0.34,0,0,0,0,1,0,Matches,Osasuna,2024
250,Nacho Vidal,es ESP,DF,30-105,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
251,José Arnaiz,es ESP,"MF,FW",30-024,1.4,5,3.69,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
252,Aitor Fernández,es ESP,GK,34-006,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
253,Unai García,es ESP,DF,33-095,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
254,Iker Benito,es ESP,"FW,MF",22-272,0.4,1,2.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
255,Javi Martínez,es ESP,MF,25-138,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Osasuna,2024
256,Antonio Raillo,es ESP,DF,33-213,31.6,25,0.79,21,2,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches,Mallorca,2024
257,Sergi Darder,es ESP,"MF,FW",31-138,26.6,85,3.19,43,36,2,4,0,0,6,0.23,4,2,0,0,0,0,Matches,Mallorca,2024
258,Johan Mojica,co COL,DF,32-261,28.3,79,2.79,65,5,4,3,2,0,5,0.18,5,0,0,0,0,0,Matches,Mallorca,2024
259,Dominik Greif,sk SVK,GK,28-033,28.0,4,0.14,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
260,Martin Valjent,sk SVK,DF,29-149,27.7,19,0.69,15,0,1,2,1,0,1,0.04,1,0,0,0,0,0,Matches,Mallorca,2024
261,Samu Costa,pt POR,MF,24-163,25.6,50,1.96,37,1,2,5,4,1,5,0.2,3,1,0,1,0,0,Matches,Mallorca,2024
262,Pablo Maffeo,es ESP,DF,27-301,24.5,57,2.32,37,9,5,1,4,1,3,0.12,2,1,0,0,0,0,Matches,Mallorca,2024
263,Dani Rodríguez,es ESP,"MF,FW",36-337,21.8,59,2.7,30,23,0,3,3,0,11,0.5,8,2,0,0,1,0,Matches,Mallorca,2024
264,Vedat Muriqi,xk KVX,FW,31-015,19.6,42,2.15,28,0,2,7,4,1,6,0.31,5,0,0,0,1,0,Matches,Mallorca,2024
265,Cyle Larin,ca CAN,FW,30-022,18.0,20,1.11,12,0,0,4,4,0,3,0.17,1,0,0,1,1,0,Matches,Mallorca,2024
266,Omar Mascarell,gq EQG,MF,32-096,19.1,12,0.63,10,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
267,Copete,es ESP,DF,25-211,16.0,10,0.63,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,Mallorca,2024
268,Manu Morlanes,es ESP,MF,26-117,14.4,35,2.42,32,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
269,Roberto Navarro,es ESP,"MF,FW",23-027,14.2,44,3.1,36,1,4,1,2,0,2,0.14,2,0,0,0,0,0,Matches,Mallorca,2024
270,Takuma Asano,jp JPN,"FW,MF",30-180,11.0,20,1.82,15,0,1,2,2,0,1,0.09,1,0,0,0,0,0,Matches,Mallorca,2024
271,Antonio Sánchez,es ESP,"MF,DF",28-128,13.6,16,1.18,10,2,1,2,1,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
272,Leo Román,es ESP,GK,24-307,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
273,Mateu Morey,es ESP,DF,25-068,5.5,10,1.84,8,0,1,0,1,0,1,0.18,1,0,0,0,0,0,Matches,Mallorca,2024
274,Toni Lato,es ESP,DF,27-169,5.1,12,2.35,10,1,0,0,0,1,1,0.2,1,0,0,0,0,0,Matches,Mallorca,2024
275,Abdón Prats,es ESP,"FW,MF",32-153,5.1,7,1.39,5,0,0,1,1,0,1,0.2,0,0,0,0,1,0,Matches,Mallorca,2024
276,Marc Domenech,es ESP,"FW,MF",19-128,2.3,4,1.77,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
277,Valery Fernández,es ESP,"MF,FW",25-167,3.3,5,1.51,4,0,0,0,0,1,3,0.91,2,0,0,0,0,1,Matches,Mallorca,2024
278,Chiquinho,pt POR,"MF,FW",25-093,1.6,7,4.29,0,2,3,1,1,0,1,0.61,0,1,0,0,0,0,Matches,Mallorca,2024
279,Siebe Van Der Heyden,be BEL,"DF,MF",26-344,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
280,David López,es ESP,DF,22-095,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
281,Javier Llabrés,es ESP,FW,22-240,0.6,3,4.74,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
282,Jan Salas,es ESP,MF,19-272,0.3,1,3.75,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
283,Daniel Luna,co COL,MF,22-002,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Mallorca,2024
284,Álex Remiro,es ESP,GK,30-046,33.0,6,0.18,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
285,Martín Zubimendi,es ESP,MF,26-096,29.9,42,1.41,35,0,3,1,1,2,5,0.17,4,0,0,0,1,0,Matches,Real Sociedad,2024
286,Sergio Gómez,es ESP,"MF,DF",24-247,28.2,94,3.33,48,39,1,3,2,1,9,0.32,6,3,0,0,0,0,Matches,Real Sociedad,2024
287,Jon Aramburu,ve VEN,DF,22-290,24.7,29,1.17,22,3,1,0,1,2,2,0.08,2,0,0,0,0,0,Matches,Real Sociedad,2024
288,Igor Zubeldia,es ESP,DF,28-040,22.7,15,0.66,14,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,Real Sociedad,2024
289,Mikel Oyarzabal,es ESP,"FW,MF",28-018,22.3,34,1.52,25,0,1,2,6,0,5,0.22,3,0,0,0,2,0,Matches,Real Sociedad,2024
290,Takefusa Kubo,jp JPN,"MF,FW",23-339,22.9,95,4.16,63,8,13,1,6,4,7,0.31,2,0,5,0,0,0,Matches,Real Sociedad,2024
291,Nayef Aguerd,ma MAR,DF,29-040,19.6,16,0.82,13,1,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches,Real Sociedad,2024
292,Javi López,es ESP,DF,23-045,19.5,18,0.92,14,1,1,0,2,0,2,0.1,1,0,0,0,1,0,Matches,Real Sociedad,2024
293,Luka Sučić,hr CRO,MF,22-243,17.8,48,2.69,38,0,2,5,2,1,5,0.28,5,0,0,0,0,0,Matches,Real Sociedad,2024
294,Brais Méndez,es ESP,MF,28-122,15.5,39,2.53,30,5,1,1,2,0,1,0.06,1,0,0,0,0,0,Matches,Real Sociedad,2024
295,Aritz Elustondo,es ESP,DF,31-042,13.2,10,0.76,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,Real Sociedad,2024
296,Ander Barrenetxea,es ESP,"MF,FW",23-133,12.3,37,3.01,29,0,2,4,1,1,5,0.41,4,0,0,1,0,0,Matches,Real Sociedad,2024
297,Sheraldo Becker,sr SUR,"FW,MF",30-089,11.1,21,1.9,17,0,2,1,1,0,1,0.09,1,0,0,0,0,0,Matches,Real Sociedad,2024
298,Aihen Muñoz,es ESP,DF,27-266,10.3,7,0.68,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
299,Pablo Marín,es ESP,MF,21-310,10.6,20,1.9,16,0,2,0,2,0,2,0.19,2,0,0,0,0,0,Matches,Real Sociedad,2024
300,Beñat Turrientes,es ESP,MF,23-098,9.1,10,1.1,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
301,Orri Steinn Óskarsson,is ISL,FW,20-253,10.5,10,0.95,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
302,Jon Pacheco,es ESP,DF,24-121,8.5,3,0.35,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
303,Olasagasti,es ESP,MF,24-266,8.8,15,1.7,13,0,0,1,1,0,2,0.23,2,0,0,0,0,0,Matches,Real Sociedad,2024
304,Hamari Traoré,ml MLI,DF,33-102,6.4,11,1.72,9,1,1,0,0,0,2,0.31,1,1,0,0,0,0,Matches,Real Sociedad,2024
305,Jon Martin,es ESP,DF,19-128,8.0,8,0.99,6,0,0,2,0,0,1,0.12,1,0,0,0,0,0,Matches,Real Sociedad,2024
306,Umar Sadiq,ng NGA,FW,28-096,2.5,3,1.19,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
307,Unai Marrero,es ESP,GK,23-212,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
308,Arsen Zakharyan,ru RUS,"MF,FW",21-348,0.8,6,7.4,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
309,Urko González,es ESP,MF,24-050,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
310,Arkaitz Mariezkurrena,es ESP,"MF,FW",20-034,1.2,3,2.41,2,0,1,0,0,0,1,0.8,1,0,0,0,0,0,Matches,Real Sociedad,2024
311,Álvaro Odriozola,es ESP,DF,29-146,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
312,Daniel Díaz,es ESP,MF,18-321,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
313,Luken Beitia,es ESP,DF,20-313,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real Sociedad,2024
314,Jon Magunazelaia,es ESP,MF,24-300,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0,Matches,Real Sociedad,2024
315,Cristhian Mosquera,es ESP,DF,20-316,32.9,12,0.36,10,0,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
316,Diego López,es ESP,"MF,FW",22-361,27.7,62,2.24,53,1,3,2,3,0,9,0.32,7,0,1,0,1,0,Matches,Valencia,2024
317,Giorgi Mamardashvili,ge GEO,GK,24-222,30.0,8,0.27,5,3,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches,Valencia,2024
318,César Tárrega,es ESP,DF,23-072,29.6,10,0.34,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
319,Luis Rioja,es ESP,"MF,FW",31-205,28.6,71,2.48,57,5,5,1,2,1,9,0.31,7,1,0,1,0,0,Matches,Valencia,2024
320,Javier Guerra,es ESP,MF,22-128,25.9,71,2.74,54,5,4,4,3,1,6,0.23,4,0,0,2,0,0,Matches,Valencia,2024
321,Dimitri Foulquier,fr FRA,DF,32-047,24.9,36,1.44,26,4,1,3,0,2,4,0.16,3,0,0,1,0,0,Matches,Valencia,2024
322,Hugo Duro,es ESP,FW,25-180,21.8,27,1.24,19,0,1,4,3,0,3,0.14,1,0,0,1,1,0,Matches,Valencia,2024
323,Enzo Barrenechea,ar ARG,MF,23-352,21.2,41,1.93,32,1,0,1,3,4,8,0.38,5,1,0,0,1,1,Matches,Valencia,2024
324,Domingos André Ribeiro Almeida,pt POR,"MF,FW",24-344,19.5,76,3.91,48,14,1,3,8,2,4,0.21,3,1,0,0,0,0,Matches,Valencia,2024
325,José Luis Gayà,es ESP,DF,29-349,17.3,37,2.14,33,1,2,1,0,0,5,0.29,4,0,1,0,0,0,Matches,Valencia,2024
326,José Luis García Vayá,es ESP,MF,26-271,17.4,50,2.87,27,20,1,1,1,0,3,0.17,3,0,0,0,0,0,Matches,Valencia,2024
327,Yarek Gasiorowski,es ESP,DF,20-117,10.5,7,0.67,5,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
328,Jesus Vazquez,es ESP,DF,22-127,9.1,8,0.88,5,0,1,1,0,1,1,0.11,1,0,0,0,0,0,Matches,Valencia,2024
329,Thierry Correia,pt POR,DF,26-061,8.5,16,1.87,12,1,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
330,Umar Sadiq,ng NGA,FW,28-096,7.5,15,2.01,8,0,2,2,1,2,3,0.4,0,0,1,1,0,1,Matches,Valencia,2024
331,Dani Gómez,es ESP,FW,26-283,5.9,6,1.02,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
332,Rafa Mir,es ESP,"FW,MF",27-325,6.6,8,1.21,5,0,0,3,0,0,4,0.6,2,0,0,2,0,0,Matches,Valencia,2024
333,Mouctar Diakhaby,gn GUI,DF,28-141,4.1,2,0.49,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches,Valencia,2024
334,Hugo Guillamón,es ESP,MF,25-098,4.0,7,1.73,6,0,1,0,0,0,1,0.25,1,0,0,0,0,0,Matches,Valencia,2024
335,Stole Dimitrievski,mk MKD,GK,31-135,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
336,Francisco Perez,es ESP,"MF,FW",22-242,5.1,12,2.35,12,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches,Valencia,2024
337,Sergi Canós,es ESP,"MF,FW",28-096,4.0,19,4.68,13,1,0,4,1,0,1,0.25,1,0,0,0,0,0,Matches,Valencia,2024
338,Ivan Jaime Pajuelo,es ESP,MF,24-225,2.1,8,3.75,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
339,Germán Valera,es ESP,MF,23-054,1.6,5,3.04,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
340,Max Aarons,eng ENG,"DF,MF",25-125,1.2,1,0.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
341,Maximiliano Caufriez,be BEL,DF,28-082,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
342,Rodrigo Abajas,es ESP,DF,21-362,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
343,Martín Tejón,es ESP,"MF,DF",21-027,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
344,Iker Córdoba,es ESP,DF,19-179,0.2,1,6.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
345,David Otorbi,es ESP,MF,17-205,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valencia,2024
